timestamp,open,high,low,close,volume
2024-01-15T08:43:00+00:00,1.09588,1.09598,1.09579,1.09598,81
2024-01-15T08:44:00+00:00,1.09596,1.09604,1.09592,1.09601,51
2024-01-15T08:45:00+00:00,1.09598,1.09606,1.0958,1.09584,73
2024-01-15T08:46:00+00:00,1.09581,1.09603,1.09579,1.09596,77
2024-01-15T08:47:00+00:00,1.09597,1.09603,1.09594,1.096,52
2024-01-15T08:48:00+00:00,1.09599,1.096,1.09582,1.09585,43
2024-01-15T08:49:00+00:00,1.09588,1.09594,1.09588,1.09588,57
2024-01-15T08:50:00+00:00,1.09588,1.096,1.09588,1.09596,58
2024-01-15T08:51:00+00:00,1.09594,1.09607,1.0959,1.09596,100
2024-01-15T08:52:00+00:00,1.09595,1.09596,1.09586,1.09596,66
2024-01-15T08:53:00+00:00,1.09595,1.09597,1.09577,1.09592,68
2024-01-15T08:54:00+00:00,1.09592,1.09597,1.09584,1.09595,57
2024-01-15T08:55:00+00:00,1.09593,1.09597,1.0958,1.09582,44
2024-01-15T08:56:00+00:00,1.09582,1.09586,1.09573,1.0958,61
2024-01-15T08:57:00+00:00,1.0958,1.09588,1.09576,1.0958,86
2024-01-15T08:58:00+00:00,1.09579,1.09588,1.09579,1.09584,43
2024-01-15T08:59:00+00:00,1.09584,1.09585,1.0957,1.09582,98
2024-01-15T09:00:00+00:00,1.0958,1.09589,1.09568,1.0957,130
2024-01-15T09:01:00+00:00,1.0957,1.0957,1.09552,1.09559,82
2024-01-15T09:02:00+00:00,1.09558,1.09558,1.09538,1.09538,99
2024-01-15T09:03:00+00:00,1.09536,1.09542,1.09512,1.09541,134
2024-01-15T09:04:00+00:00,1.09539,1.09546,1.09531,1.09546,82
2024-01-15T09:05:00+00:00,1.09544,1.09552,1.09542,1.09546,57
2024-01-15T09:06:00+00:00,1.09552,1.0956,1.09546,1.09556,42
2024-01-15T09:07:00+00:00,1.09555,1.09572,1.0955,1.09551,67
2024-01-15T09:08:00+00:00,1.09554,1.09562,1.09544,1.09544,64
2024-01-15T09:09:00+00:00,1.09543,1.09552,1.0954,1.0955,52
2024-01-15T09:10:00+00:00,1.09551,1.0956,1.09551,1.09552,33
2024-01-15T09:11:00+00:00,1.0955,1.0956,1.09544,1.09555,53
2024-01-15T09:12:00+00:00,1.09556,1.09565,1.09554,1.09558,40
2024-01-15T09:13:00+00:00,1.09559,1.09559,1.09533,1.09541,60
2024-01-15T09:14:00+00:00,1.09542,1.09554,1.09542,1.09551,35
2024-01-15T09:15:00+00:00,1.09548,1.0955,1.09542,1.09544,63
2024-01-15T09:16:00+00:00,1.09549,1.09549,1.09528,1.09534,70
2024-01-15T09:17:00+00:00,1.09532,1.09534,1.09524,1.09529,57
2024-01-15T09:18:00+00:00,1.09527,1.09534,1.09524,1.09524,37
2024-01-15T09:19:00+00:00,1.09523,1.09535,1.09522,1.09534,65
2024-01-15T09:20:00+00:00,1.09536,1.09536,1.0953,1.09531,65
2024-01-15T09:21:00+00:00,1.09528,1.09549,1.09525,1.09548,48
2024-01-15T09:22:00+00:00,1.09548,1.09553,1.09544,1.09547,45
2024-01-15T09:23:00+00:00,1.09545,1.09556,1.09542,1.09542,78
2024-01-15T09:24:00+00:00,1.09545,1.09546,1.09536,1.0954,72
2024-01-15T09:25:00+00:00,1.09538,1.09538,1.09526,1.09532,73
2024-01-15T09:26:00+00:00,1.0953,1.09546,1.0953,1.09544,40
2024-01-15T09:27:00+00:00,1.09544,1.09549,1.09542,1.09544,46
2024-01-15T09:28:00+00:00,1.09546,1.09552,1.09533,1.0954,95
2024-01-15T09:29:00+00:00,1.0954,1.09545,1.09534,1.09539,33
2024-01-15T09:30:00+00:00,1.09538,1.0956,1.09536,1.09559,43
2024-01-15T09:31:00+00:00,1.09556,1.09557,1.09542,1.09544,57
2024-01-15T09:32:00+00:00,1.09543,1.09546,1.09536,1.0954,63
2024-01-15T09:33:00+00:00,1.09541,1.09545,1.09538,1.0954,56
2024-01-15T09:34:00+00:00,1.09538,1.09538,1.0952,1.09522,76
2024-01-15T09:35:00+00:00,1.09521,1.09526,1.09497,1.09497,87
2024-01-15T09:36:00+00:00,1.09495,1.095,1.09484,1.09496,73
2024-01-15T09:37:00+00:00,1.09495,1.09496,1.09463,1.09464,80
2024-01-15T09:38:00+00:00,1.09463,1.0947,1.0945,1.09451,62
2024-01-15T09:39:00+00:00,1.09452,1.09478,1.09452,1.09473,90
