instrument,ts,bid,ask
EUR_USD,1640000136.0,1.09473,1.09481
EUR_USD,1640000137.0,1.09502,1.0951
EUR_USD,1640000138.0,1.09487,1.09495
EUR_USD,1640000139.0,1.09535,1.09543
EUR_USD,1640000140.0,1.0954,1.09548
EUR_USD,1640000141.0,1.09579,1.09587
EUR_USD,1640000142.0,1.09569,1.09577
EUR_USD,1640000143.0,1.09566,1.09574
EUR_USD,1640000144.0,1.09606,1.09614
EUR_USD,1640000145.0,1.09653,1.09661
EUR_USD,1640000146.0,1.09639,1.09647
EUR_USD,1640000147.0,1.09648,1.09656
EUR_USD,1640000148.0,1.09651,1.09659
EUR_USD,1640000149.0,1.09651,1.09659
EUR_USD,1640000150.0,1.09661,1.09669
EUR_USD,1640000151.0,1.09679,1.09687
EUR_USD,1640000152.0,1.09693,1.09701
EUR_USD,1640000153.0,1.09687,1.09695
EUR_USD,1640000154.0,1.09643,1.09651
EUR_USD,1640000155.0,1.09641,1.09649
EUR_USD,1640000156.0,1.09641,1.09649
EUR_USD,1640000157.0,1.09645,1.09653
EUR_USD,1640000158.0,1.09692,1.097
EUR_USD,1640000159.0,1.09655,1.09663
EUR_USD,1640000160.0,1.09633,1.09641
EUR_USD,1640000161.0,1.09641,1.09649
EUR_USD,1640000162.0,1.0963,1.09638
EUR_USD,1640000163.0,1.09613,1.09621
EUR_USD,1640000164.0,1.09618,1.09626
EUR_USD,1640000165.0,1.09628,1.09636
EUR_USD,1640000166.0,1.09678,1.09686
EUR_USD,1640000167.0,1.09741,1.09749
EUR_USD,1640000168.0,1.09781,1.09789
EUR_USD,1640000169.0,1.09773,1.09781
EUR_USD,1640000170.0,1.09741,1.09749
EUR_USD,1640000171.0,1.09714,1.09722
EUR_USD,1640000172.0,1.09724,1.09732
EUR_USD,1640000173.0,1.09729,1.09737
EUR_USD,1640000174.0,1.09742,1.0975
EUR_USD,1640000175.0,1.09738,1.09746
EUR_USD,1640000176.0,1.09748,1.09756
EUR_USD,1640000177.0,1.09723,1.09731
EUR_USD,1640000178.0,1.09723,1.09731
EUR_USD,1640000179.0,1.09691,1.09699
EUR_USD,1640000180.0,1.09658,1.09666
EUR_USD,1640000181.0,1.09679,1.09687
EUR_USD,1640000182.0,1.0967,1.09678
EUR_USD,1640000183.0,1.09644,1.09652
EUR_USD,1640000184.0,1.09679,1.09687
EUR_USD,1640000185.0,1.09693,1.09701
EUR_USD,1640000186.0,1.09706,1.09714
EUR_USD,1640000187.0,1.09705,1.09713
EUR_USD,1640000188.0,1.09733,1.09741
EUR_USD,1640000189.0,1.09776,1.09784
EUR_USD,1640000190.0,1.09815,1.09823
EUR_USD,1640000191.0,1.09806,1.09814
EUR_USD,1640000192.0,1.09825,1.09833
EUR_USD,1640000193.0,1.09824,1.09832
EUR_USD,1640000194.0,1.09837,1.09845
EUR_USD,1640000195.0,1.09856,1.09864
EUR_USD,1640000196.0,1.09815,1.09823
EUR_USD,1640000197.0,1.09809,1.09817
EUR_USD,1640000198.0,1.09802,1.0981
EUR_USD,1640000199.0,1.09804,1.09812
EUR_USD,1640000200.0,1.09821,1.09829
EUR_USD,1640000201.0,1.09827,1.09835
EUR_USD,1640000202.0,1.09842,1.0985
EUR_USD,1640000203.0,1.09894,1.09902
EUR_USD,1640000204.0,1.0989,1.09898
EUR_USD,1640000205.0,1.09927,1.09935
EUR_USD,1640000206.0,1.09921,1.09929
EUR_USD,1640000207.0,1.09934,1.09942
EUR_USD,1640000208.0,1.09985,1.09993
EUR_USD,1640000209.0,1.10016,1.10024
EUR_USD,1640000210.0,1.10014,1.10022
EUR_USD,1640000211.0,1.10005,1.10013
EUR_USD,1640000212.0,1.1001,1.10018
EUR_USD,1640000213.0,1.10017,1.10025
EUR_USD,1640000214.0,1.1006,1.10068
EUR_USD,1640000215.0,1.10056,1.10064
EUR_USD,1640000216.0,1.10074,1.10082
EUR_USD,1640000217.0,1.10081,1.10089
EUR_USD,1640000218.0,1.1008,1.10088
EUR_USD,1640000219.0,1.10086,1.10094
EUR_USD,1640000220.0,1.10082,1.1009
EUR_USD,1640000221.0,1.10072,1.1008
EUR_USD,1640000222.0,1.10076,1.10084
EUR_USD,1640000223.0,1.10117,1.10125
EUR_USD,1640000224.0,1.10118,1.10126
EUR_USD,1640000225.0,1.10164,1.10172
EUR_USD,1640000226.0,1.10221,1.10229
EUR_USD,1640000227.0,1.10233,1.10241
EUR_USD,1640000228.0,1.10236,1.10244
EUR_USD,1640000229.0,1.10268,1.10276
EUR_USD,1640000230.0,1.10281,1.10289
EUR_USD,1640000231.0,1.10269,1.10277
EUR_USD,1640000232.0,1.1028,1.10288
EUR_USD,1640000233.0,1.10281,1.10289
EUR_USD,1640000234.0,1.10292,1.103
EUR_USD,1640000235.0,1.10293,1.10301
EUR_USD,1640000236.0,1.10307,1.10315
EUR_USD,1640000237.0,1.10273,1.10281
EUR_USD,1640000238.0,1.10266,1.10274
EUR_USD,1640000239.0,1.10258,1.10266
EUR_USD,1640000240.0,1.10281,1.10289
EUR_USD,1640000241.0,1.10317,1.10325
EUR_USD,1640000242.0,1.1032,1.10328
EUR_USD,1640000243.0,1.10316,1.10324
EUR_USD,1640000244.0,1.1034,1.10348
EUR_USD,1640000245.0,1.10357,1.10365
EUR_USD,1640000246.0,1.104,1.10408
EUR_USD,1640000247.0,1.10403,1.10411
EUR_USD,1640000248.0,1.10416,1.10424
EUR_USD,1640000249.0,1.10412,1.1042
EUR_USD,1640000250.0,1.10428,1.10436
EUR_USD,1640000251.0,1.1047,1.10478
EUR_USD,1640000252.0,1.10495,1.10503
EUR_USD,1640000253.0,1.10514,1.10522
EUR_USD,1640000254.0,1.10526,1.10534
EUR_USD,1640000255.0,1.1054,1.10548
EUR_USD,1640000256.0,1.10579,1.10587
EUR_USD,1640000257.0,1.10581,1.10589
EUR_USD,1640000258.0,1.10592,1.106
EUR_USD,1640000259.0,1.1059,1.10598
EUR_USD,1640000260.0,1.10619,1.10627
EUR_USD,1640000261.0,1.10619,1.10627
EUR_USD,1640000262.0,1.10666,1.10674
EUR_USD,1640000263.0,1.10688,1.10696
EUR_USD,1640000264.0,1.10652,1.1066
EUR_USD,1640000265.0,1.10665,1.10673
EUR_USD,1640000266.0,1.10655,1.10663
EUR_USD,1640000267.0,1.10703,1.10711
EUR_USD,1640000268.0,1.10694,1.10702
EUR_USD,1640000269.0,1.10693,1.10701
EUR_USD,1640000270.0,1.10699,1.10707
EUR_USD,1640000271.0,1.10698,1.10706
EUR_USD,1640000272.0,1.10672,1.1068
EUR_USD,1640000273.0,1.10673,1.10681
EUR_USD,1640000274.0,1.10717,1.10725
EUR_USD,1640000275.0,1.10741,1.10749
EUR_USD,1640000276.0,1.10746,1.10754
EUR_USD,1640000277.0,1.1076,1.10768
EUR_USD,1640000278.0,1.10715,1.10723
EUR_USD,1640000279.0,1.10765,1.10773
EUR_USD,1640000280.0,1.10808,1.10816
EUR_USD,1640000281.0,1.10826,1.10834
EUR_USD,1640000282.0,1.10812,1.1082
EUR_USD,1640000283.0,1.10832,1.1084
EUR_USD,1640000284.0,1.10875,1.10883
EUR_USD,1640000285.0,1.10884,1.10892
EUR_USD,1640000286.0,1.1087,1.10878
EUR_USD,1640000287.0,1.10859,1.10867
EUR_USD,1640000288.0,1.10879,1.10887
EUR_USD,1640000289.0,1.10887,1.10895
EUR_USD,1640000290.0,1.10933,1.10941
EUR_USD,1640000291.0,1.10939,1.10947
EUR_USD,1640000292.0,1.10954,1.10962
EUR_USD,1640000293.0,1.10924,1.10932
EUR_USD,1640000294.0,1.10948,1.10956
EUR_USD,1640000295.0,1.1096,1.10968
EUR_USD,1640000296.0,1.10975,1.10983
EUR_USD,1640000297.0,1.11019,1.11027
EUR_USD,1640000298.0,1.11037,1.11045
EUR_USD,1640000299.0,1.11061,1.11069
EUR_USD,1640000300.0,1.11082,1.1109
EUR_USD,1640000301.0,1.1107,1.11078
EUR_USD,1640000302.0,1.11068,1.11076
EUR_USD,1640000303.0,1.11098,1.11106
EUR_USD,1640000304.0,1.11118,1.11126
EUR_USD,1640000305.0,1.11172,1.1118
EUR_USD,1640000306.0,1.11196,1.11204
EUR_USD,1640000307.0,1.11193,1.11201
EUR_USD,1640000308.0,1.11193,1.11201
EUR_USD,1640000309.0,1.112,1.11208
EUR_USD,1640000310.0,1.11235,1.11243
EUR_USD,1640000311.0,1.11233,1.11241
EUR_USD,1640000312.0,1.1125,1.11258
EUR_USD,1640000313.0,1.1127,1.11278
EUR_USD,1640000314.0,1.11294,1.11302
EUR_USD,1640000315.0,1.11355,1.11363
EUR_USD,1640000316.0,1.11361,1.11369
EUR_USD,1640000317.0,1.11357,1.11365
EUR_USD,1640000318.0,1.11368,1.11376
EUR_USD,1640000319.0,1.11379,1.11387
EUR_USD,1640000320.0,1.11391,1.11399
EUR_USD,1640000321.0,1.11423,1.11431
EUR_USD,1640000322.0,1.1142,1.11428
EUR_USD,1640000323.0,1.11463,1.11471
EUR_USD,1640000324.0,1.1147,1.11478
EUR_USD,1640000325.0,1.11455,1.11463
EUR_USD,1640000326.0,1.1141,1.11418
EUR_USD,1640000327.0,1.11411,1.11419
EUR_USD,1640000328.0,1.11418,1.11426
EUR_USD,1640000329.0,1.11404,1.11412
EUR_USD,1640000330.0,1.11419,1.11427
EUR_USD,1640000331.0,1.11444,1.11452
EUR_USD,1640000332.0,1.11473,1.11481
EUR_USD,1640000333.0,1.11449,1.11457
EUR_USD,1640000334.0,1.11487,1.11495
EUR_USD,1640000335.0,1.11487,1.11495
EUR_USD,1640000336.0,1.11493,1.11501
EUR_USD,1640000337.0,1.11495,1.11503
EUR_USD,1640000338.0,1.11515,1.11523
EUR_USD,1640000339.0,1.1152,1.11528
EUR_USD,1640000340.0,1.11511,1.11519
EUR_USD,1640000341.0,1.11514,1.11522
EUR_USD,1640000342.0,1.11563,1.11571
EUR_USD,1640000343.0,1.11534,1.11542
EUR_USD,1640000344.0,1.11544,1.11552
EUR_USD,1640000345.0,1.11575,1.11583
EUR_USD,1640000346.0,1.11572,1.1158
EUR_USD,1640000347.0,1.1155,1.11558
EUR_USD,1640000348.0,1.11528,1.11536
EUR_USD,1640000349.0,1.1153,1.11538
EUR_USD,1640000350.0,1.11534,1.11542
EUR_USD,1640000351.0,1.11542,1.1155
EUR_USD,1640000352.0,1.11532,1.1154
EUR_USD,1640000353.0,1.11583,1.11591
EUR_USD,1640000354.0,1.11617,1.11625
EUR_USD,1640000355.0,1.11617,1.11625
EUR_USD,1640000356.0,1.11654,1.11662
EUR_USD,1640000357.0,1.11641,1.11649
EUR_USD,1640000358.0,1.11637,1.11645
EUR_USD,1640000359.0,1.11641,1.11649
EUR_USD,1640000360.0,1.1163,1.11638
EUR_USD,1640000361.0,1.11661,1.11669
EUR_USD,1640000362.0,1.11681,1.11689
EUR_USD,1640000363.0,1.11692,1.117
EUR_USD,1640000364.0,1.11716,1.11724
EUR_USD,1640000365.0,1.11761,1.11769
EUR_USD,1640000366.0,1.11755,1.11763
EUR_USD,1640000367.0,1.1178,1.11788
EUR_USD,1640000368.0,1.11798,1.11806
EUR_USD,1640000369.0,1.1178,1.11788
EUR_USD,1640000370.0,1.11771,1.11779
EUR_USD,1640000371.0,1.11765,1.11773
EUR_USD,1640000372.0,1.11738,1.11746
EUR_USD,1640000373.0,1.11759,1.11767
EUR_USD,1640000374.0,1.11786,1.11794
EUR_USD,1640000375.0,1.11813,1.11821
EUR_USD,1640000376.0,1.11816,1.11824
EUR_USD,1640000377.0,1.11832,1.1184
EUR_USD,1640000378.0,1.11833,1.11841
EUR_USD,1640000379.0,1.11859,1.11867
EUR_USD,1640000380.0,1.11834,1.11842
EUR_USD,1640000381.0,1.11828,1.11836
EUR_USD,1640000382.0,1.11838,1.11846
EUR_USD,1640000383.0,1.1186,1.11868
EUR_USD,1640000384.0,1.11879,1.11887
EUR_USD,1640000385.0,1.1191,1.11918
EUR_USD,1640000386.0,1.11894,1.11902
EUR_USD,1640000387.0,1.1192,1.11928
EUR_USD,1640000388.0,1.11914,1.11922
EUR_USD,1640000389.0,1.11899,1.11907
EUR_USD,1640000390.0,1.11892,1.119
EUR_USD,1640000391.0,1.11847,1.11855
EUR_USD,1640000392.0,1.11842,1.1185
EUR_USD,1640000393.0,1.11825,1.11833
EUR_USD,1640000394.0,1.11839,1.11847
EUR_USD,1640000395.0,1.11828,1.11836
EUR_USD,1640000396.0,1.1182,1.11828
EUR_USD,1640000397.0,1.11846,1.11854
EUR_USD,1640000398.0,1.11814,1.11822
EUR_USD,1640000399.0,1.11821,1.11829
EUR_USD,1640000400.0,1.11877,1.11885
EUR_USD,1640000401.0,1.11921,1.11929
EUR_USD,1640000402.0,1.11933,1.11941
EUR_USD,1640000403.0,1.11957,1.11965
EUR_USD,1640000404.0,1.11955,1.11963
EUR_USD,1640000405.0,1.11928,1.11936
EUR_USD,1640000406.0,1.11933,1.11941
EUR_USD,1640000407.0,1.11884,1.11892
EUR_USD,1640000408.0,1.11926,1.11934
EUR_USD,1640000409.0,1.11948,1.11956
EUR_USD,1640000410.0,1.12017,1.12025
EUR_USD,1640000411.0,1.12044,1.12052
EUR_USD,1640000412.0,1.1203,1.12038
EUR_USD,1640000413.0,1.12019,1.12027
EUR_USD,1640000414.0,1.12059,1.12067
EUR_USD,1640000415.0,1.12039,1.12047
EUR_USD,1640000416.0,1.12032,1.1204
EUR_USD,1640000417.0,1.12027,1.12035
EUR_USD,1640000418.0,1.12025,1.12033
EUR_USD,1640000419.0,1.12073,1.12081
EUR_USD,1640000420.0,1.12134,1.12142
EUR_USD,1640000421.0,1.12123,1.12131
EUR_USD,1640000422.0,1.12157,1.12165
EUR_USD,1640000423.0,1.12162,1.1217
EUR_USD,1640000424.0,1.12174,1.12182
EUR_USD,1640000425.0,1.12146,1.12154
EUR_USD,1640000426.0,1.12189,1.12197
EUR_USD,1640000427.0,1.12206,1.12214
EUR_USD,1640000428.0,1.12252,1.1226
EUR_USD,1640000429.0,1.12222,1.1223
EUR_USD,1640000430.0,1.12209,1.12217
EUR_USD,1640000431.0,1.12229,1.12237
EUR_USD,1640000432.0,1.12206,1.12214
EUR_USD,1640000433.0,1.12227,1.12235
EUR_USD,1640000434.0,1.12242,1.1225
EUR_USD,1640000435.0,1.1229,1.12298
EUR_USD,1640000436.0,1.12275,1.12283
EUR_USD,1640000437.0,1.12283,1.12291
EUR_USD,1640000438.0,1.12293,1.12301
EUR_USD,1640000439.0,1.1227,1.12278
EUR_USD,1640000440.0,1.1228,1.12288
EUR_USD,1640000441.0,1.12305,1.12313
EUR_USD,1640000442.0,1.1235,1.12358
EUR_USD,1640000443.0,1.12361,1.12369
EUR_USD,1640000444.0,1.12369,1.12377
EUR_USD,1640000445.0,1.12384,1.12392
EUR_USD,1640000446.0,1.1239,1.12398
EUR_USD,1640000447.0,1.12418,1.12426
EUR_USD,1640000448.0,1.12416,1.12424
EUR_USD,1640000449.0,1.12428,1.12436
EUR_USD,1640000450.0,1.12442,1.1245
EUR_USD,1640000451.0,1.12453,1.12461
EUR_USD,1640000452.0,1.12467,1.12475
EUR_USD,1640000453.0,1.12511,1.12519
EUR_USD,1640000454.0,1.12504,1.12512
EUR_USD,1640000455.0,1.12504,1.12512
EUR_USD,1640000456.0,1.12486,1.12494
EUR_USD,1640000457.0,1.12508,1.12516
EUR_USD,1640000458.0,1.12554,1.12562
EUR_USD,1640000459.0,1.12571,1.12579
EUR_USD,1640000460.0,1.1257,1.12578
EUR_USD,1640000461.0,1.12605,1.12613
EUR_USD,1640000462.0,1.12589,1.12597
EUR_USD,1640000463.0,1.1258,1.12588
EUR_USD,1640000464.0,1.12608,1.12616
EUR_USD,1640000465.0,1.12589,1.12597
EUR_USD,1640000466.0,1.12618,1.12626
EUR_USD,1640000467.0,1.12575,1.12583
EUR_USD,1640000468.0,1.12565,1.12573
EUR_USD,1640000469.0,1.12552,1.1256
EUR_USD,1640000470.0,1.12522,1.1253
EUR_USD,1640000471.0,1.12537,1.12545
EUR_USD,1640000472.0,1.12542,1.1255
EUR_USD,1640000473.0,1.12584,1.12592
EUR_USD,1640000474.0,1.12618,1.12626
EUR_USD,1640000475.0,1.12607,1.12615
EUR_USD,1640000476.0,1.12609,1.12617
EUR_USD,1640000477.0,1.12642,1.1265
EUR_USD,1640000478.0,1.12558,1.12566
EUR_USD,1640000479.0,1.12589,1.12597
EUR_USD,1640000480.0,1.12573,1.12581
EUR_USD,1640000481.0,1.12578,1.12586
EUR_USD,1640000482.0,1.12611,1.12619
EUR_USD,1640000483.0,1.12651,1.12659
EUR_USD,1640000484.0,1.12696,1.12704
EUR_USD,1640000485.0,1.12704,1.12712
EUR_USD,1640000486.0,1.12687,1.12695
EUR_USD,1640000487.0,1.12737,1.12745
EUR_USD,1640000488.0,1.12756,1.12764
EUR_USD,1640000489.0,1.12709,1.12717
EUR_USD,1640000490.0,1.12721,1.12729
EUR_USD,1640000491.0,1.12751,1.12759
EUR_USD,1640000492.0,1.12723,1.12731
EUR_USD,1640000493.0,1.12694,1.12702
EUR_USD,1640000494.0,1.12711,1.12719
EUR_USD,1640000495.0,1.12711,1.12719
EUR_USD,1640000496.0,1.12708,1.12716
EUR_USD,1640000497.0,1.12751,1.12759
EUR_USD,1640000498.0,1.1275,1.12758
EUR_USD,1640000499.0,1.12756,1.12764
EUR_USD,1640000500.0,1.12746,1.12754
EUR_USD,1640000501.0,1.12707,1.12715
EUR_USD,1640000502.0,1.12732,1.1274
EUR_USD,1640000503.0,1.12783,1.12791
EUR_USD,1640000504.0,1.12771,1.12779
EUR_USD,1640000505.0,1.12768,1.12776
EUR_USD,1640000506.0,1.12829,1.12837
EUR_USD,1640000507.0,1.12839,1.12847
EUR_USD,1640000508.0,1.12891,1.12899
EUR_USD,1640000509.0,1.12857,1.12865
EUR_USD,1640000510.0,1.12872,1.1288
EUR_USD,1640000511.0,1.12883,1.12891
EUR_USD,1640000512.0,1.1288,1.12888
EUR_USD,1640000513.0,1.12861,1.12869
EUR_USD,1640000514.0,1.12903,1.12911
EUR_USD,1640000515.0,1.12915,1.12923
EUR_USD,1640000516.0,1.12941,1.12949
EUR_USD,1640000517.0,1.12926,1.12934
EUR_USD,1640000518.0,1.12945,1.12953
EUR_USD,1640000519.0,1.12958,1.12966
EUR_USD,1640000520.0,1.12922,1.1293
EUR_USD,1640000521.0,1.12927,1.12935
EUR_USD,1640000522.0,1.12995,1.13003
EUR_USD,1640000523.0,1.13069,1.13077
EUR_USD,1640000524.0,1.13013,1.13021
EUR_USD,1640000525.0,1.13007,1.13015
EUR_USD,1640000526.0,1.13013,1.13021
EUR_USD,1640000527.0,1.13054,1.13062
EUR_USD,1640000528.0,1.13083,1.13091
EUR_USD,1640000529.0,1.13091,1.13099
EUR_USD,1640000530.0,1.13118,1.13126
EUR_USD,1640000531.0,1.1314,1.13148
EUR_USD,1640000532.0,1.13156,1.13164
EUR_USD,1640000533.0,1.13165,1.13173
EUR_USD,1640000534.0,1.13187,1.13195
EUR_USD,1640000535.0,1.13237,1.13245
EUR_USD,1640000536.0,1.13244,1.13252
EUR_USD,1640000537.0,1.13274,1.13282
EUR_USD,1640000538.0,1.13293,1.13301
EUR_USD,1640000539.0,1.13294,1.13302
EUR_USD,1640000540.0,1.13335,1.13343
EUR_USD,1640000541.0,1.13387,1.13395
EUR_USD,1640000542.0,1.13408,1.13416
EUR_USD,1640000543.0,1.13426,1.13434
EUR_USD,1640000544.0,1.13433,1.13441
EUR_USD,1640000545.0,1.13424,1.13432
EUR_USD,1640000546.0,1.13465,1.13473
EUR_USD,1640000547.0,1.13492,1.135
EUR_USD,1640000548.0,1.13527,1.13535
EUR_USD,1640000549.0,1.13531,1.13539
EUR_USD,1640000550.0,1.13518,1.13526
EUR_USD,1640000551.0,1.13539,1.13547
EUR_USD,1640000552.0,1.13589,1.13597
EUR_USD,1640000553.0,1.13568,1.13576
EUR_USD,1640000554.0,1.13575,1.13583
EUR_USD,1640000555.0,1.13606,1.13614
EUR_USD,1640000556.0,1.1363,1.13638
EUR_USD,1640000557.0,1.13626,1.13634
EUR_USD,1640000558.0,1.13657,1.13665
EUR_USD,1640000559.0,1.13654,1.13662
EUR_USD,1640000560.0,1.13628,1.13636
EUR_USD,1640000561.0,1.13604,1.13612
EUR_USD,1640000562.0,1.13565,1.13573
EUR_USD,1640000563.0,1.13567,1.13575
EUR_USD,1640000564.0,1.1359,1.13598
EUR_USD,1640000565.0,1.13627,1.13635
EUR_USD,1640000566.0,1.13599,1.13607
EUR_USD,1640000567.0,1.13677,1.13685
EUR_USD,1640000568.0,1.13731,1.13739
EUR_USD,1640000569.0,1.13682,1.1369
EUR_USD,1640000570.0,1.13666,1.13674
EUR_USD,1640000571.0,1.13684,1.13692
EUR_USD,1640000572.0,1.13687,1.13695
EUR_USD,1640000573.0,1.13734,1.13742
EUR_USD,1640000574.0,1.13756,1.13764
EUR_USD,1640000575.0,1.13762,1.1377
EUR_USD,1640000576.0,1.13762,1.1377
EUR_USD,1640000577.0,1.13815,1.13823
EUR_USD,1640000578.0,1.13803,1.13811
EUR_USD,1640000579.0,1.13787,1.13795
EUR_USD,1640000580.0,1.13787,1.13795
EUR_USD,1640000581.0,1.13798,1.13806
