instrument,ts,bid,ask
USD_JPY,1640000019.0,110.77254,110.78054
GBP_USD,1640000019.0,1.26548,1.26556
EUR_USD,1640000020.0,1.08761,1.08769
USD_JPY,1640000020.0,110.80174,110.80974
GBP_USD,1640000020.0,1.26566,1.26574
EUR_USD,1640000021.0,1.08773,1.08781
USD_JPY,1640000021.0,110.83776,110.84576
GBP_USD,1640000021.0,1.26568,1.26576
EUR_USD,1640000022.0,1.08778,1.08786
USD_JPY,1640000022.0,110.87125,110.87925
GBP_USD,1640000022.0,1.26574,1.26582
EUR_USD,1640000023.0,1.08767,1.08775
USD_JPY,1640000023.0,110.88163,110.88963
GBP_USD,1640000023.0,1.26578,1.26586
EUR_USD,1640000024.0,1.08739,1.08747
USD_JPY,1640000024.0,110.9027,110.9107
GBP_USD,1640000024.0,1.26562,1.2657
EUR_USD,1640000025.0,1.08715,1.08723
USD_JPY,1640000025.0,110.93462,110.94262
GBP_USD,1640000025.0,1.26565,1.26573
EUR_USD,1640000026.0,1.08728,1.08736
USD_JPY,1640000026.0,110.95438,110.96238
GBP_USD,1640000026.0,1.2659,1.26598
EUR_USD,1640000027.0,1.08717,1.08725
USD_JPY,1640000027.0,110.99466,111.00266
GBP_USD,1640000027.0,1.26596,1.26604
EUR_USD,1640000028.0,1.08688,1.08696
USD_JPY,1640000028.0,110.98829,110.99629
GBP_USD,1640000028.0,1.26596,1.26604
EUR_USD,1640000029.0,1.08654,1.08662
USD_JPY,1640000029.0,111.02391,111.03191
GBP_USD,1640000029.0,1.26586,1.26594
EUR_USD,1640000030.0,1.08656,1.08664
USD_JPY,1640000030.0,111.02393,111.03193
GBP_USD,1640000030.0,1.26577,1.26585
EUR_USD,1640000031.0,1.08664,1.08672
USD_JPY,1640000031.0,111.04766,111.05566
GBP_USD,1640000031.0,1.26571,1.26579
EUR_USD,1640000032.0,1.08708,1.08716
USD_JPY,1640000032.0,111.0271,111.0351
GBP_USD,1640000032.0,1.26561,1.26569
EUR_USD,1640000033.0,1.08697,1.08705
USD_JPY,1640000033.0,111.02494,111.03294
GBP_USD,1640000033.0,1.26575,1.26583
EUR_USD,1640000034.0,1.08712,1.0872
USD_JPY,1640000034.0,111.06742,111.07542
GBP_USD,1640000034.0,1.26575,1.26583
EUR_USD,1640000035.0,1.08762,1.0877
USD_JPY,1640000035.0,111.11251,111.12051
GBP_USD,1640000035.0,1.26576,1.26584
EUR_USD,1640000036.0,1.08743,1.08751
USD_JPY,1640000036.0,111.10392,111.11192
GBP_USD,1640000036.0,1.26565,1.26573
EUR_USD,1640000037.0,1.08752,1.0876
USD_JPY,1640000037.0,111.12005,111.12805
GBP_USD,1640000037.0,1.26571,1.26579
EUR_USD,1640000038.0,1.08773,1.08781
USD_JPY,1640000038.0,111.16013,111.16813
GBP_USD,1640000038.0,1.26579,1.26587
EUR_USD,1640000039.0,1.08782,1.0879
USD_JPY,1640000039.0,111.19062,111.19862
GBP_USD,1640000039.0,1.26589,1.26597
EUR_USD,1640000040.0,1.08758,1.08766
USD_JPY,1640000040.0,111.19287,111.20087
GBP_USD,1640000040.0,1.26581,1.26589
EUR_USD,1640000041.0,1.08726,1.08734
USD_JPY,1640000041.0,111.21459,111.22259
GBP_USD,1640000041.0,1.26591,1.26599
EUR_USD,1640000042.0,1.0871,1.08718
USD_JPY,1640000042.0,111.23408,111.24208
GBP_USD,1640000042.0,1.26591,1.26599
EUR_USD,1640000043.0,1.08727,1.08735
USD_JPY,1640000043.0,111.23212,111.24012
GBP_USD,1640000043.0,1.26585,1.26593
EUR_USD,1640000044.0,1.08681,1.08689
USD_JPY,1640000044.0,111.25196,111.25996
GBP_USD,1640000044.0,1.26572,1.2658
EUR_USD,1640000045.0,1.08648,1.08656
USD_JPY,1640000045.0,111.31197,111.31997
GBP_USD,1640000045.0,1.26569,1.26577
EUR_USD,1640000046.0,1.08668,1.08676
USD_JPY,1640000046.0,111.31266,111.32066
GBP_USD,1640000046.0,1.26586,1.26594
EUR_USD,1640000047.0,1.08689,1.08697
USD_JPY,1640000047.0,111.35331,111.36131
GBP_USD,1640000047.0,1.26566,1.26574
EUR_USD,1640000048.0,1.08644,1.08652
USD_JPY,1640000048.0,111.36974,111.37774
GBP_USD,1640000048.0,1.26562,1.2657
EUR_USD,1640000049.0,1.08646,1.08654
USD_JPY,1640000049.0,111.39049,111.39849
GBP_USD,1640000049.0,1.26567,1.26575
EUR_USD,1640000050.0,1.0865,1.08658
USD_JPY,1640000050.0,111.40696,111.41496
GBP_USD,1640000050.0,1.26585,1.26593
EUR_USD,1640000051.0,1.08676,1.08684
USD_JPY,1640000051.0,111.4571,111.4651
GBP_USD,1640000051.0,1.2659,1.26598
EUR_USD,1640000052.0,1.08686,1.08694
USD_JPY,1640000052.0,111.45312,111.46112
GBP_USD,1640000052.0,1.26596,1.26604
EUR_USD,1640000053.0,1.08683,1.08691
USD_JPY,1640000053.0,111.49315,111.50115
GBP_USD,1640000053.0,1.26562,1.2657
EUR_USD,1640000054.0,1.08716,1.08724
USD_JPY,1640000054.0,111.47136,111.47936
GBP_USD,1640000054.0,1.26549,1.26557
EUR_USD,1640000055.0,1.08744,1.08752
USD_JPY,1640000055.0,111.47544,111.48344
GBP_USD,1640000055.0,1.26541,1.26549
EUR_USD,1640000056.0,1.08758,1.08766
USD_JPY,1640000056.0,111.51743,111.52543
GBP_USD,1640000056.0,1.26525,1.26533
EUR_USD,1640000057.0,1.08755,1.08763
USD_JPY,1640000057.0,111.5372,111.5452
GBP_USD,1640000057.0,1.26527,1.26535
EUR_USD,1640000058.0,1.08742,1.0875
USD_JPY,1640000058.0,111.57306,111.58106
GBP_USD,1640000058.0,1.26544,1.26552
EUR_USD,1640000059.0,1.08774,1.08782
USD_JPY,1640000059.0,111.60294,111.61094
GBP_USD,1640000059.0,1.26524,1.26532
EUR_USD,1640000060.0,1.08788,1.08796
USD_JPY,1640000060.0,111.63674,111.64474
GBP_USD,1640000060.0,1.26541,1.26549
EUR_USD,1640000061.0,1.08842,1.0885
USD_JPY,1640000061.0,111.6291,111.6371
GBP_USD,1640000061.0,1.26538,1.26546
EUR_USD,1640000062.0,1.08871,1.08879
USD_JPY,1640000062.0,111.66583,111.67383
GBP_USD,1640000062.0,1.26534,1.26542
EUR_USD,1640000063.0,1.08846,1.08854
USD_JPY,1640000063.0,111.67505,111.68305
GBP_USD,1640000063.0,1.26536,1.26544
EUR_USD,1640000064.0,1.08885,1.08893
USD_JPY,1640000064.0,111.68988,111.69788
GBP_USD,1640000064.0,1.2655,1.26558
EUR_USD,1640000065.0,1.0887,1.08878
USD_JPY,1640000065.0,111.67063,111.67863
GBP_USD,1640000065.0,1.26561,1.26569
EUR_USD,1640000066.0,1.08855,1.08863
USD_JPY,1640000066.0,111.71558,111.72358
GBP_USD,1640000066.0,1.26539,1.26547
EUR_USD,1640000067.0,1.08874,1.08882
USD_JPY,1640000067.0,111.74428,111.75228
GBP_USD,1640000067.0,1.26519,1.26527
EUR_USD,1640000068.0,1.0891,1.08918
USD_JPY,1640000068.0,111.77919,111.78719
GBP_USD,1640000068.0,1.26496,1.26504
EUR_USD,1640000069.0,1.08887,1.08895
USD_JPY,1640000069.0,111.80106,111.80906
GBP_USD,1640000069.0,1.26517,1.26525
EUR_USD,1640000070.0,1.08899,1.08907
USD_JPY,1640000070.0,111.85356,111.86156
GBP_USD,1640000070.0,1.26551,1.26559
EUR_USD,1640000071.0,1.08912,1.0892
USD_JPY,1640000071.0,111.8465,111.8545
GBP_USD,1640000071.0,1.26539,1.26547
EUR_USD,1640000072.0,1.08888,1.08896
USD_JPY,1640000072.0,111.80731,111.81531
GBP_USD,1640000072.0,1.26546,1.26554
EUR_USD,1640000073.0,1.08928,1.08936
USD_JPY,1640000073.0,111.84424,111.85224
GBP_USD,1640000073.0,1.26561,1.26569
EUR_USD,1640000074.0,1.08969,1.08977
USD_JPY,1640000074.0,111.89012,111.89812
GBP_USD,1640000074.0,1.26569,1.26577
EUR_USD,1640000075.0,1.08933,1.08941
USD_JPY,1640000075.0,111.88826,111.89626
GBP_USD,1640000075.0,1.2658,1.26588
EUR_USD,1640000076.0,1.08951,1.08959
USD_JPY,1640000076.0,111.90083,111.90883
GBP_USD,1640000076.0,1.26583,1.26591
EUR_USD,1640000077.0,1.08974,1.08982
USD_JPY,1640000077.0,111.88531,111.89331
GBP_USD,1640000077.0,1.26594,1.26602
EUR_USD,1640000078.0,1.09008,1.09016
USD_JPY,1640000078.0,111.89307,111.90107
GBP_USD,1640000078.0,1.26596,1.26604
EUR_USD,1640000079.0,1.0898,1.08988
USD_JPY,1640000079.0,111.94524,111.95324
GBP_USD,1640000079.0,1.26596,1.26604
EUR_USD,1640000080.0,1.09028,1.09036
USD_JPY,1640000080.0,111.95917,111.96717
GBP_USD,1640000080.0,1.26568,1.26576
EUR_USD,1640000081.0,1.09046,1.09054
USD_JPY,1640000081.0,111.98218,111.99018
GBP_USD,1640000081.0,1.26573,1.26581
EUR_USD,1640000082.0,1.09078,1.09086
USD_JPY,1640000082.0,111.96296,111.97096
GBP_USD,1640000082.0,1.26566,1.26574
EUR_USD,1640000083.0,1.09084,1.09092
USD_JPY,1640000083.0,111.97222,111.98022
GBP_USD,1640000083.0,1.26555,1.26563
EUR_USD,1640000084.0,1.0912,1.09128
USD_JPY,1640000084.0,112.007,112.015
GBP_USD,1640000084.0,1.26568,1.26576
EUR_USD,1640000085.0,1.09141,1.09149
USD_JPY,1640000085.0,112.02338,112.03138
GBP_USD,1640000085.0,1.26544,1.26552
EUR_USD,1640000086.0,1.09131,1.09139
USD_JPY,1640000086.0,112.03424,112.04224
GBP_USD,1640000086.0,1.26541,1.26549
EUR_USD,1640000087.0,1.09149,1.09157
USD_JPY,1640000087.0,112.05863,112.06663
GBP_USD,1640000087.0,1.26544,1.26552
EUR_USD,1640000088.0,1.09131,1.09139
USD_JPY,1640000088.0,112.04232,112.05032
GBP_USD,1640000088.0,1.26528,1.26536
EUR_USD,1640000089.0,1.0912,1.09128
USD_JPY,1640000089.0,112.0684,112.0764
GBP_USD,1640000089.0,1.26516,1.26524
EUR_USD,1640000090.0,1.0915,1.09158
USD_JPY,1640000090.0,112.06896,112.07696
GBP_USD,1640000090.0,1.2651,1.26518
EUR_USD,1640000091.0,1.0917,1.09178
USD_JPY,1640000091.0,112.11344,112.12144
GBP_USD,1640000091.0,1.26522,1.2653
EUR_USD,1640000092.0,1.09191,1.09199
USD_JPY,1640000092.0,112.13256,112.14056
GBP_USD,1640000092.0,1.26497,1.26505
EUR_USD,1640000093.0,1.09211,1.09219
USD_JPY,1640000093.0,112.18584,112.19384
GBP_USD,1640000093.0,1.26514,1.26522
EUR_USD,1640000094.0,1.09183,1.09191
USD_JPY,1640000094.0,112.26037,112.26837
GBP_USD,1640000094.0,1.26522,1.2653
EUR_USD,1640000095.0,1.092,1.09208
USD_JPY,1640000095.0,112.2949,112.3029
GBP_USD,1640000095.0,1.26529,1.26537
EUR_USD,1640000096.0,1.09212,1.0922
USD_JPY,1640000096.0,112.32405,112.33205
GBP_USD,1640000096.0,1.26513,1.26521
EUR_USD,1640000097.0,1.09231,1.09239
USD_JPY,1640000097.0,112.33147,112.33947
GBP_USD,1640000097.0,1.26521,1.26529
EUR_USD,1640000098.0,1.09213,1.09221
USD_JPY,1640000098.0,112.3186,112.3266
GBP_USD,1640000098.0,1.26502,1.2651
EUR_USD,1640000099.0,1.09232,1.0924
USD_JPY,1640000099.0,112.34044,112.34844
GBP_USD,1640000099.0,1.26527,1.26535
EUR_USD,1640000100.0,1.09217,1.09225
USD_JPY,1640000100.0,112.34386,112.35186
GBP_USD,1640000100.0,1.26519,1.26527
EUR_USD,1640000101.0,1.09215,1.09223
USD_JPY,1640000101.0,112.33801,112.34601
GBP_USD,1640000101.0,1.26506,1.26514
EUR_USD,1640000102.0,1.09225,1.09233
USD_JPY,1640000102.0,112.3707,112.3787
GBP_USD,1640000102.0,1.26505,1.26513
EUR_USD,1640000103.0,1.09232,1.0924
USD_JPY,1640000103.0,112.36852,112.37652
GBP_USD,1640000103.0,1.26505,1.26513
EUR_USD,1640000104.0,1.09187,1.09195
USD_JPY,1640000104.0,112.35889,112.36689
GBP_USD,1640000104.0,1.2649,1.26498
EUR_USD,1640000105.0,1.09197,1.09205
USD_JPY,1640000105.0,112.40446,112.41246
GBP_USD,1640000105.0,1.26499,1.26507
EUR_USD,1640000106.0,1.09221,1.09229
USD_JPY,1640000106.0,112.46355,112.47155
GBP_USD,1640000106.0,1.26484,1.26492
EUR_USD,1640000107.0,1.09257,1.09265
USD_JPY,1640000107.0,112.43565,112.44365
GBP_USD,1640000107.0,1.26476,1.26484
EUR_USD,1640000108.0,1.09283,1.09291
USD_JPY,1640000108.0,112.4448,112.4528
GBP_USD,1640000108.0,1.26448,1.26456
EUR_USD,1640000109.0,1.09289,1.09297
USD_JPY,1640000109.0,112.45809,112.46609
GBP_USD,1640000109.0,1.26443,1.26451
EUR_USD,1640000110.0,1.09324,1.09332
USD_JPY,1640000110.0,112.47311,112.48111
GBP_USD,1640000110.0,1.26441,1.26449
EUR_USD,1640000111.0,1.09339,1.09347
USD_JPY,1640000111.0,112.50313,112.51113
GBP_USD,1640000111.0,1.26456,1.26464
EUR_USD,1640000112.0,1.09352,1.0936
USD_JPY,1640000112.0,112.53398,112.54198
GBP_USD,1640000112.0,1.2644,1.26448
EUR_USD,1640000113.0,1.09337,1.09345
USD_JPY,1640000113.0,112.56117,112.56917
GBP_USD,1640000113.0,1.2645,1.26458
EUR_USD,1640000114.0,1.09357,1.09365
USD_JPY,1640000114.0,112.58629,112.59429
GBP_USD,1640000114.0,1.26449,1.26457
EUR_USD,1640000115.0,1.09358,1.09366
USD_JPY,1640000115.0,112.58706,112.59506
GBP_USD,1640000115.0,1.26441,1.26449
EUR_USD,1640000116.0,1.09353,1.09361
USD_JPY,1640000116.0,112.60902,112.61702
GBP_USD,1640000116.0,1.26441,1.26449
EUR_USD,1640000117.0,1.09346,1.09354
USD_JPY,1640000117.0,112.64257,112.65057
GBP_USD,1640000117.0,1.26446,1.26454
EUR_USD,1640000118.0,1.09361,1.09369
USD_JPY,1640000118.0,112.66295,112.67095
GBP_USD,1640000118.0,1.2644,1.26448
EUR_USD,1640000119.0,1.09344,1.09352
USD_JPY,1640000119.0,112.69282,112.70082
GBP_USD,1640000119.0,1.26442,1.2645
EUR_USD,1640000120.0,1.09352,1.0936
USD_JPY,1640000120.0,112.73224,112.74024
GBP_USD,1640000120.0,1.26437,1.26445
EUR_USD,1640000121.0,1.09389,1.09397
USD_JPY,1640000121.0,112.75189,112.75989
GBP_USD,1640000121.0,1.26433,1.26441
EUR_USD,1640000122.0,1.09447,1.09455
USD_JPY,1640000122.0,112.80246,112.81046
GBP_USD,1640000122.0,1.26438,1.26446
EUR_USD,1640000123.0,1.09437,1.09445
USD_JPY,1640000123.0,112.85875,112.86675
GBP_USD,1640000123.0,1.26436,1.26444
EUR_USD,1640000124.0,1.09467,1.09475
USD_JPY,1640000124.0,112.86194,112.86994
GBP_USD,1640000124.0,1.26439,1.26447
EUR_USD,1640000125.0,1.09464,1.09472
USD_JPY,1640000125.0,112.93952,112.94752
GBP_USD,1640000125.0,1.26419,1.26427
EUR_USD,1640000126.0,1.09484,1.09492
USD_JPY,1640000126.0,112.93815,112.94615
GBP_USD,1640000126.0,1.26421,1.26429
EUR_USD,1640000127.0,1.09448,1.09456
USD_JPY,1640000127.0,113.02685,113.03485
GBP_USD,1640000127.0,1.26425,1.26433
EUR_USD,1640000128.0,1.09448,1.09456
USD_JPY,1640000128.0,113.05971,113.06771
GBP_USD,1640000128.0,1.26432,1.2644
EUR_USD,1640000129.0,1.09424,1.09432
USD_JPY,1640000129.0,113.07628,113.08428
GBP_USD,1640000129.0,1.26423,1.26431
EUR_USD,1640000130.0,1.09401,1.09409
USD_JPY,1640000130.0,113.08205,113.09005
GBP_USD,1640000130.0,1.26418,1.26426
EUR_USD,1640000131.0,1.09444,1.09452
USD_JPY,1640000131.0,113.11575,113.12375
GBP_USD,1640000131.0,1.26411,1.26419
EUR_USD,1640000132.0,1.09471,1.09479
USD_JPY,1640000132.0,113.15614,113.16414
GBP_USD,1640000132.0,1.26412,1.2642
EUR_USD,1640000133.0,1.09501,1.09509
USD_JPY,1640000133.0,113.18535,113.19335
GBP_USD,1640000133.0,1.26396,1.26404
EUR_USD,1640000134.0,1.09505,1.09513
USD_JPY,1640000134.0,113.18452,113.19252
GBP_USD,1640000134.0,1.2641,1.26418
EUR_USD,1640000135.0,1.09528,1.09536
USD_JPY,1640000135.0,113.1894,113.1974
GBP_USD,1640000135.0,1.26406,1.26414
EUR_USD,1640000136.0,1.09531,1.09539
USD_JPY,1640000136.0,113.23566,113.24366
GBP_USD,1640000136.0,1.26414,1.26422
EUR_USD,1640000137.0,1.095,1.09508
USD_JPY,1640000137.0,113.25192,113.25992
GBP_USD,1640000137.0,1.26413,1.26421
EUR_USD,1640000138.0,1.09519,1.09527
USD_JPY,1640000138.0,113.2623,113.2703
GBP_USD,1640000138.0,1.26396,1.26404
EUR_USD,1640000139.0,1.09502,1.0951
USD_JPY,1640000139.0,113.2719,113.2799
GBP_USD,1640000139.0,1.26403,1.26411
EUR_USD,1640000140.0,1.09549,1.09557
USD_JPY,1640000140.0,113.27581,113.28381
GBP_USD,1640000140.0,1.26397,1.26405
EUR_USD,1640000141.0,1.09556,1.09564
USD_JPY,1640000141.0,113.31434,113.32234
GBP_USD,1640000141.0,1.26396,1.26404
EUR_USD,1640000142.0,1.09581,1.09589
USD_JPY,1640000142.0,113.31408,113.32208
GBP_USD,1640000142.0,1.26396,1.26404
EUR_USD,1640000143.0,1.0955,1.09558
USD_JPY,1640000143.0,113.36275,113.37075
GBP_USD,1640000143.0,1.26396,1.26404
EUR_USD,1640000144.0,1.09542,1.0955
USD_JPY,1640000144.0,113.37448,113.38248
GBP_USD,1640000144.0,1.26401,1.26409
EUR_USD,1640000145.0,1.09592,1.096
USD_JPY,1640000145.0,113.40963,113.41763
GBP_USD,1640000145.0,1.26418,1.26426
EUR_USD,1640000146.0,1.09616,1.09624
USD_JPY,1640000146.0,113.3768,113.3848
GBP_USD,1640000146.0,1.26399,1.26407
EUR_USD,1640000147.0,1.09575,1.09583
USD_JPY,1640000147.0,113.39381,113.40181
GBP_USD,1640000147.0,1.26396,1.26404
EUR_USD,1640000148.0,1.09576,1.09584
USD_JPY,1640000148.0,113.37875,113.38675
GBP_USD,1640000148.0,1.26396,1.26404
EUR_USD,1640000149.0,1.09556,1.09564
USD_JPY,1640000149.0,113.4002,113.4082
GBP_USD,1640000149.0,1.2641,1.26418
EUR_USD,1640000150.0,1.09604,1.09612
USD_JPY,1640000150.0,113.41086,113.41886
GBP_USD,1640000150.0,1.264,1.26408
EUR_USD,1640000151.0,1.09578,1.09586
USD_JPY,1640000151.0,113.41514,113.42314
GBP_USD,1640000151.0,1.26414,1.26422
EUR_USD,1640000152.0,1.09597,1.09605
USD_JPY,1640000152.0,113.44656,113.45456
GBP_USD,1640000152.0,1.26439,1.26447
EUR_USD,1640000153.0,1.09632,1.0964
USD_JPY,1640000153.0,113.48217,113.49017
GBP_USD,1640000153.0,1.26421,1.26429
EUR_USD,1640000154.0,1.09692,1.097
USD_JPY,1640000154.0,113.51192,113.51992
GBP_USD,1640000154.0,1.26404,1.26412
EUR_USD,1640000155.0,1.09704,1.09712
USD_JPY,1640000155.0,113.55986,113.56786
GBP_USD,1640000155.0,1.26415,1.26423
EUR_USD,1640000156.0,1.09748,1.09756
USD_JPY,1640000156.0,113.60004,113.60804
GBP_USD,1640000156.0,1.26405,1.26413
EUR_USD,1640000157.0,1.09766,1.09774
USD_JPY,1640000157.0,113.60404,113.61204
GBP_USD,1640000157.0,1.26396,1.26404
EUR_USD,1640000158.0,1.09804,1.09812
USD_JPY,1640000158.0,113.60825,113.61625
GBP_USD,1640000158.0,1.26405,1.26413
EUR_USD,1640000159.0,1.09829,1.09837
USD_JPY,1640000159.0,113.6218,113.6298
GBP_USD,1640000159.0,1.26404,1.26412
EUR_USD,1640000160.0,1.09827,1.09835
USD_JPY,1640000160.0,113.65089,113.65889
GBP_USD,1640000160.0,1.26396,1.26404
EUR_USD,1640000161.0,1.09807,1.09815
USD_JPY,1640000161.0,113.64555,113.65355
GBP_USD,1640000161.0,1.26396,1.26404
EUR_USD,1640000162.0,1.09842,1.0985
USD_JPY,1640000162.0,113.65702,113.66502
GBP_USD,1640000162.0,1.26396,1.26404
EUR_USD,1640000163.0,1.09846,1.09854
USD_JPY,1640000163.0,113.71198,113.71998
GBP_USD,1640000163.0,1.26396,1.26404
EUR_USD,1640000164.0,1.09895,1.09903
USD_JPY,1640000164.0,113.77434,113.78234
GBP_USD,1640000164.0,1.26414,1.26422
EUR_USD,1640000165.0,1.09927,1.09935
USD_JPY,1640000165.0,113.79445,113.80245
GBP_USD,1640000165.0,1.26406,1.26414
EUR_USD,1640000166.0,1.09982,1.0999
USD_JPY,1640000166.0,113.82564,113.83364
GBP_USD,1640000166.0,1.26396,1.26404
EUR_USD,1640000167.0,1.09988,1.09996
USD_JPY,1640000167.0,113.86457,113.87257
GBP_USD,1640000167.0,1.26396,1.26404
EUR_USD,1640000168.0,1.10014,1.10022
USD_JPY,1640000168.0,113.90193,113.90993
GBP_USD,1640000168.0,1.26396,1.26404
EUR_USD,1640000169.0,1.10033,1.10041
USD_JPY,1640000169.0,113.9473,113.9553
GBP_USD,1640000169.0,1.26396,1.26404
EUR_USD,1640000170.0,1.10084,1.10092
USD_JPY,1640000170.0,113.95497,113.96297
GBP_USD,1640000170.0,1.26396,1.26404
EUR_USD,1640000171.0,1.10088,1.10096
USD_JPY,1640000171.0,113.98926,113.99726
GBP_USD,1640000171.0,1.26396,1.26404
EUR_USD,1640000172.0,1.10091,1.10099
USD_JPY,1640000172.0,113.98937,113.99737
GBP_USD,1640000172.0,1.26398,1.26406
EUR_USD,1640000173.0,1.10074,1.10082
USD_JPY,1640000173.0,114.02841,114.03641
GBP_USD,1640000173.0,1.26396,1.26404
EUR_USD,1640000174.0,1.10052,1.1006
USD_JPY,1640000174.0,114.07005,114.07805
GBP_USD,1640000174.0,1.26396,1.26404
EUR_USD,1640000175.0,1.10022,1.1003
USD_JPY,1640000175.0,114.12126,114.12926
GBP_USD,1640000175.0,1.26396,1.26404
EUR_USD,1640000176.0,1.10016,1.10024
USD_JPY,1640000176.0,114.14647,114.15447
GBP_USD,1640000176.0,1.26403,1.26411
EUR_USD,1640000177.0,1.10021,1.10029
USD_JPY,1640000177.0,114.16784,114.17584
GBP_USD,1640000177.0,1.26422,1.2643
EUR_USD,1640000178.0,1.10006,1.10014
USD_JPY,1640000178.0,114.18236,114.19036
GBP_USD,1640000178.0,1.26407,1.26415
EUR_USD,1640000179.0,1.10067,1.10075
USD_JPY,1640000179.0,114.2177,114.2257
GBP_USD,1640000179.0,1.26426,1.26434
EUR_USD,1640000180.0,1.10069,1.10077
USD_JPY,1640000180.0,114.21091,114.21891
GBP_USD,1640000180.0,1.2642,1.26428
EUR_USD,1640000181.0,1.10101,1.10109
USD_JPY,1640000181.0,114.19612,114.20412
GBP_USD,1640000181.0,1.26407,1.26415
EUR_USD,1640000182.0,1.10117,1.10125
USD_JPY,1640000182.0,114.24438,114.25238
GBP_USD,1640000182.0,1.26407,1.26415
EUR_USD,1640000183.0,1.10159,1.10167
USD_JPY,1640000183.0,114.31218,114.32018
GBP_USD,1640000183.0,1.26401,1.26409
EUR_USD,1640000184.0,1.10153,1.10161
USD_JPY,1640000184.0,114.34976,114.35776
GBP_USD,1640000184.0,1.2643,1.26438
EUR_USD,1640000185.0,1.10125,1.10133
USD_JPY,1640000185.0,114.42207,114.43007
GBP_USD,1640000185.0,1.2643,1.26438
EUR_USD,1640000186.0,1.10154,1.10162
USD_JPY,1640000186.0,114.45493,114.46293
GBP_USD,1640000186.0,1.26449,1.26457
EUR_USD,1640000187.0,1.10143,1.10151
USD_JPY,1640000187.0,114.50789,114.51589
GBP_USD,1640000187.0,1.26461,1.26469
EUR_USD,1640000188.0,1.10132,1.1014
USD_JPY,1640000188.0,114.49762,114.50562
GBP_USD,1640000188.0,1.26471,1.26479
EUR_USD,1640000189.0,1.10141,1.10149
USD_JPY,1640000189.0,114.5296,114.5376
GBP_USD,1640000189.0,1.26473,1.26481
EUR_USD,1640000190.0,1.10153,1.10161
USD_JPY,1640000190.0,114.53871,114.54671
GBP_USD,1640000190.0,1.26466,1.26474
EUR_USD,1640000191.0,1.10196,1.10204
USD_JPY,1640000191.0,114.60251,114.61051
GBP_USD,1640000191.0,1.26473,1.26481
EUR_USD,1640000192.0,1.10175,1.10183
USD_JPY,1640000192.0,114.6126,114.6206
GBP_USD,1640000192.0,1.2646,1.26468
EUR_USD,1640000193.0,1.10185,1.10193
USD_JPY,1640000193.0,114.62667,114.63467
GBP_USD,1640000193.0,1.26473,1.26481
