instrument,ts,bid,ask,mid
EUR_USD,1640000104.0,1.10409,1.10417,1.10413
EUR_USD,1640000105.0,1.10385,1.10393,1.10389
EUR_USD,1640000106.0,1.10384,1.10392,1.10388
EUR_USD,1640000107.0,1.10409,1.10417,1.10413
EUR_USD,1640000108.0,1.1041,1.10418,1.10414
EUR_USD,1640000109.0,1.1044,1.10448,1.10444
EUR_USD,1640000110.0,1.10407,1.10415,1.10411
EUR_USD,1640000111.0,1.10372,1.1038,1.10376
EUR_USD,1640000112.0,1.10373,1.10381,1.10377
EUR_USD,1640000113.0,1.10371,1.10379,1.10375
EUR_USD,1640000114.0,1.10358,1.10366,1.10362
EUR_USD,1640000115.0,1.10324,1.10332,1.10328
EUR_USD,1640000116.0,1.10341,1.10349,1.10345
EUR_USD,1640000117.0,1.10337,1.10345,1.10341
EUR_USD,1640000118.0,1.10349,1.10357,1.10353
EUR_USD,1640000119.0,1.10373,1.10381,1.10377
EUR_USD,1640000120.0,1.10332,1.1034,1.10336
EUR_USD,1640000121.0,1.10312,1.1032,1.10316
EUR_USD,1640000122.0,1.10299,1.10307,1.10303
EUR_USD,1640000123.0,1.10322,1.1033,1.10326
EUR_USD,1640000124.0,1.1033,1.10338,1.10334
EUR_USD,1640000125.0,1.10391,1.10399,1.10395
EUR_USD,1640000126.0,1.1037,1.10378,1.10374
EUR_USD,1640000127.0,1.10357,1.10365,1.10361
EUR_USD,1640000128.0,1.10364,1.10372,1.10368
EUR_USD,1640000129.0,1.10346,1.10354,1.1035
EUR_USD,1640000130.0,1.1035,1.10358,1.10354
EUR_USD,1640000131.0,1.10365,1.10373,1.10369
EUR_USD,1640000132.0,1.10383,1.10391,1.10387
EUR_USD,1640000133.0,1.1034,1.10348,1.10344
EUR_USD,1640000134.0,1.10397,1.10405,1.10401
EUR_USD,1640000135.0,1.10375,1.10383,1.10379
EUR_USD,1640000136.0,1.10347,1.10355,1.10351
EUR_USD,1640000137.0,1.10334,1.10342,1.10338
EUR_USD,1640000138.0,1.10362,1.1037,1.10366
EUR_USD,1640000139.0,1.10374,1.10382,1.10378
EUR_USD,1640000140.0,1.10325,1.10333,1.10329
EUR_USD,1640000141.0,1.10327,1.10335,1.10331
EUR_USD,1640000142.0,1.10317,1.10325,1.10321
EUR_USD,1640000143.0,1.10331,1.10339,1.10335
EUR_USD,1640000144.0,1.1029,1.10298,1.10294
EUR_USD,1640000145.0,1.10306,1.10314,1.1031
EUR_USD,1640000146.0,1.10313,1.10321,1.10317
EUR_USD,1640000147.0,1.10342,1.1035,1.10346
EUR_USD,1640000148.0,1.10369,1.10377,1.10373
EUR_USD,1640000149.0,1.10373,1.10381,1.10377
EUR_USD,1640000150.0,1.10355,1.10363,1.10359
EUR_USD,1640000151.0,1.1037,1.10378,1.10374
EUR_USD,1640000152.0,1.10384,1.10392,1.10388
EUR_USD,1640000153.0,1.10448,1.10456,1.10452
EUR_USD,1640000154.0,1.10472,1.1048,1.10476
EUR_USD,1640000155.0,1.10455,1.10463,1.10459
EUR_USD,1640000156.0,1.10437,1.10445,1.10441
EUR_USD,1640000157.0,1.10558,1.10566,1.10562
EUR_USD,1640000158.0,1.10618,1.10626,1.10622
EUR_USD,1640000159.0,1.10519,1.10527,1.10523
EUR_USD,1640000160.0,1.10577,1.10585,1.10581
EUR_USD,1640000161.0,1.10532,1.1054,1.10536
EUR_USD,1640000162.0,1.10522,1.1053,1.10526
EUR_USD,1640000163.0,1.10566,1.10574,1.1057
EUR_USD,1640000164.0,1.105,1.10508,1.10504
EUR_USD,1640000165.0,1.10475,1.10483,1.10479
EUR_USD,1640000166.0,1.10436,1.10444,1.1044
EUR_USD,1640000167.0,1.10461,1.10469,1.10465
EUR_USD,1640000168.0,1.1052,1.10528,1.10524
EUR_USD,1640000169.0,1.10516,1.10524,1.1052
EUR_USD,1640000170.0,1.1053,1.10538,1.10534
EUR_USD,1640000171.0,1.10533,1.10541,1.10537
EUR_USD,1640000172.0,1.1055,1.10558,1.10554
EUR_USD,1640000173.0,1.10545,1.10553,1.10549
EUR_USD,1640000174.0,1.10549,1.10557,1.10553
EUR_USD,1640000175.0,1.10542,1.1055,1.10546
EUR_USD,1640000176.0,1.10581,1.10589,1.10585
EUR_USD,1640000177.0,1.10592,1.106,1.10596
EUR_USD,1640000178.0,1.10648,1.10656,1.10652
EUR_USD,1640000179.0,1.10651,1.10659,1.10655
EUR_USD,1640000180.0,1.10703,1.10711,1.10707
EUR_USD,1640000181.0,1.10675,1.10683,1.10679
EUR_USD,1640000182.0,1.10701,1.10709,1.10705
EUR_USD,1640000183.0,1.10699,1.10707,1.10703
EUR_USD,1640000184.0,1.10631,1.10639,1.10635
EUR_USD,1640000185.0,1.10659,1.10667,1.10663
EUR_USD,1640000186.0,1.10575,1.10583,1.10579
EUR_USD,1640000187.0,1.10624,1.10632,1.10628
EUR_USD,1640000188.0,1.10588,1.10596,1.10592
EUR_USD,1640000189.0,1.10649,1.10657,1.10653
EUR_USD,1640000190.0,1.10656,1.10664,1.1066
EUR_USD,1640000191.0,1.10692,1.107,1.10696
EUR_USD,1640000192.0,1.10694,1.10702,1.10698
EUR_USD,1640000193.0,1.10649,1.10657,1.10653
EUR_USD,1640000194.0,1.10673,1.10681,1.10677
EUR_USD,1640000195.0,1.10675,1.10683,1.10679
EUR_USD,1640000196.0,1.10718,1.10726,1.10722
EUR_USD,1640000197.0,1.10755,1.10763,1.10759
EUR_USD,1640000198.0,1.10779,1.10787,1.10783
EUR_USD,1640000199.0,1.10742,1.1075,1.10746
EUR_USD,1640000200.0,1.10775,1.10783,1.10779
EUR_USD,1640000201.0,1.10757,1.10765,1.10761
EUR_USD,1640000202.0,1.10783,1.10791,1.10787
EUR_USD,1640000203.0,1.10775,1.10783,1.10779
EUR_USD,1640000204.0,1.10711,1.10719,1.10715
EUR_USD,1640000205.0,1.1064,1.10648,1.10644
EUR_USD,1640000206.0,1.10641,1.10649,1.10645
EUR_USD,1640000207.0,1.10654,1.10662,1.10658
EUR_USD,1640000208.0,1.10675,1.10683,1.10679
EUR_USD,1640000209.0,1.10667,1.10675,1.10671
EUR_USD,1640000210.0,1.10672,1.1068,1.10676
EUR_USD,1640000211.0,1.10655,1.10663,1.10659
EUR_USD,1640000212.0,1.10624,1.10632,1.10628
EUR_USD,1640000213.0,1.10563,1.10571,1.10567
EUR_USD,1640000214.0,1.10504,1.10512,1.10508
EUR_USD,1640000215.0,1.10522,1.1053,1.10526
EUR_USD,1640000216.0,1.10517,1.10525,1.10521
EUR_USD,1640000217.0,1.10565,1.10573,1.10569
EUR_USD,1640000218.0,1.10558,1.10566,1.10562
EUR_USD,1640000219.0,1.10508,1.10516,1.10512
EUR_USD,1640000220.0,1.10549,1.10557,1.10553
EUR_USD,1640000221.0,1.10505,1.10513,1.10509
EUR_USD,1640000222.0,1.10466,1.10474,1.1047
EUR_USD,1640000223.0,1.10462,1.1047,1.10466
EUR_USD,1640000224.0,1.10415,1.10423,1.10419
EUR_USD,1640000225.0,1.10421,1.10429,1.10425
EUR_USD,1640000226.0,1.1036,1.10368,1.10364
EUR_USD,1640000227.0,1.10304,1.10312,1.10308
EUR_USD,1640000228.0,1.10298,1.10306,1.10302
EUR_USD,1640000229.0,1.10306,1.10314,1.1031
EUR_USD,1640000230.0,1.10252,1.1026,1.10256
EUR_USD,1640000231.0,1.10231,1.10239,1.10235
EUR_USD,1640000232.0,1.10232,1.1024,1.10236
EUR_USD,1640000233.0,1.10285,1.10293,1.10289
EUR_USD,1640000234.0,1.10308,1.10316,1.10312
EUR_USD,1640000235.0,1.10337,1.10345,1.10341
EUR_USD,1640000236.0,1.1037,1.10378,1.10374
EUR_USD,1640000237.0,1.10389,1.10397,1.10393
EUR_USD,1640000238.0,1.10385,1.10393,1.10389
EUR_USD,1640000239.0,1.10384,1.10392,1.10388
EUR_USD,1640000240.0,1.10343,1.10351,1.10347
EUR_USD,1640000241.0,1.10358,1.10366,1.10362
EUR_USD,1640000242.0,1.10363,1.10371,1.10367
EUR_USD,1640000243.0,1.10387,1.10395,1.10391
EUR_USD,1640000244.0,1.10365,1.10373,1.10369
EUR_USD,1640000245.0,1.1038,1.10388,1.10384
EUR_USD,1640000246.0,1.1041,1.10418,1.10414
EUR_USD,1640000247.0,1.10427,1.10435,1.10431
EUR_USD,1640000248.0,1.10389,1.10397,1.10393
EUR_USD,1640000249.0,1.10367,1.10375,1.10371
EUR_USD,1640000250.0,1.10372,1.1038,1.10376
EUR_USD,1640000251.0,1.1034,1.10348,1.10344
EUR_USD,1640000252.0,1.10319,1.10327,1.10323
EUR_USD,1640000253.0,1.10306,1.10314,1.1031
EUR_USD,1640000254.0,1.10296,1.10304,1.103
EUR_USD,1640000255.0,1.1026,1.10268,1.10264
EUR_USD,1640000256.0,1.10229,1.10237,1.10233
EUR_USD,1640000257.0,1.10222,1.1023,1.10226
EUR_USD,1640000258.0,1.10201,1.10209,1.10205
EUR_USD,1640000259.0,1.10215,1.10223,1.10219
EUR_USD,1640000260.0,1.10196,1.10204,1.102
EUR_USD,1640000261.0,1.10236,1.10244,1.1024
EUR_USD,1640000262.0,1.10269,1.10277,1.10273
EUR_USD,1640000263.0,1.10257,1.10265,1.10261
EUR_USD,1640000264.0,1.1026,1.10268,1.10264
EUR_USD,1640000265.0,1.10297,1.10305,1.10301
EUR_USD,1640000266.0,1.10271,1.10279,1.10275
EUR_USD,1640000267.0,1.10324,1.10332,1.10328
EUR_USD,1640000268.0,1.10318,1.10326,1.10322
EUR_USD,1640000269.0,1.10313,1.10321,1.10317
EUR_USD,1640000270.0,1.10317,1.10325,1.10321
EUR_USD,1640000271.0,1.10292,1.103,1.10296
EUR_USD,1640000272.0,1.10274,1.10282,1.10278
EUR_USD,1640000273.0,1.10286,1.10294,1.1029
EUR_USD,1640000274.0,1.10266,1.10274,1.1027
EUR_USD,1640000275.0,1.10221,1.10229,1.10225
EUR_USD,1640000276.0,1.10216,1.10224,1.1022
EUR_USD,1640000277.0,1.1023,1.10238,1.10234
EUR_USD,1640000278.0,1.10263,1.10271,1.10267
EUR_USD,1640000279.0,1.10255,1.10263,1.10259
EUR_USD,1640000280.0,1.1028,1.10288,1.10284
EUR_USD,1640000281.0,1.10226,1.10234,1.1023
EUR_USD,1640000282.0,1.10291,1.10299,1.10295
EUR_USD,1640000283.0,1.10314,1.10322,1.10318
EUR_USD,1640000284.0,1.10267,1.10275,1.10271
EUR_USD,1640000285.0,1.10348,1.10356,1.10352
EUR_USD,1640000286.0,1.10335,1.10343,1.10339
EUR_USD,1640000287.0,1.1023,1.10238,1.10234
EUR_USD,1640000288.0,1.10247,1.10255,1.10251
EUR_USD,1640000289.0,1.10251,1.10259,1.10255
EUR_USD,1640000290.0,1.10237,1.10245,1.10241
EUR_USD,1640000291.0,1.10193,1.10201,1.10197
EUR_USD,1640000292.0,1.1022,1.10228,1.10224
EUR_USD,1640000293.0,1.10221,1.10229,1.10225
EUR_USD,1640000294.0,1.1023,1.10238,1.10234
EUR_USD,1640000295.0,1.10205,1.10213,1.10209
EUR_USD,1640000296.0,1.10228,1.10236,1.10232
EUR_USD,1640000297.0,1.10232,1.1024,1.10236
EUR_USD,1640000298.0,1.10228,1.10236,1.10232
EUR_USD,1640000299.0,1.10214,1.10222,1.10218
EUR_USD,1640000300.0,1.10223,1.10231,1.10227
EUR_USD,1640000301.0,1.10207,1.10215,1.10211
EUR_USD,1640000302.0,1.10223,1.10231,1.10227
EUR_USD,1640000303.0,1.10196,1.10204,1.102
EUR_USD,1640000304.0,1.10156,1.10164,1.1016
EUR_USD,1640000305.0,1.10141,1.10149,1.10145
EUR_USD,1640000306.0,1.10104,1.10112,1.10108
EUR_USD,1640000307.0,1.10088,1.10096,1.10092
EUR_USD,1640000308.0,1.10116,1.10124,1.1012
EUR_USD,1640000309.0,1.10141,1.10149,1.10145
EUR_USD,1640000310.0,1.10126,1.10134,1.1013
EUR_USD,1640000311.0,1.10112,1.1012,1.10116
EUR_USD,1640000312.0,1.10159,1.10167,1.10163
EUR_USD,1640000313.0,1.1013,1.10138,1.10134
EUR_USD,1640000314.0,1.10175,1.10183,1.10179
EUR_USD,1640000315.0,1.10165,1.10173,1.10169
EUR_USD,1640000316.0,1.10193,1.10201,1.10197
EUR_USD,1640000317.0,1.10223,1.10231,1.10227
EUR_USD,1640000318.0,1.10187,1.10195,1.10191
EUR_USD,1640000319.0,1.10218,1.10226,1.10222
EUR_USD,1640000320.0,1.10199,1.10207,1.10203
EUR_USD,1640000321.0,1.10185,1.10193,1.10189
EUR_USD,1640000322.0,1.10119,1.10127,1.10123
EUR_USD,1640000323.0,1.10079,1.10087,1.10083
EUR_USD,1640000324.0,1.10053,1.10061,1.10057
EUR_USD,1640000325.0,1.1002,1.10028,1.10024
EUR_USD,1640000326.0,1.10006,1.10014,1.1001
EUR_USD,1640000327.0,1.09961,1.09969,1.09965
EUR_USD,1640000328.0,1.09926,1.09934,1.0993
EUR_USD,1640000329.0,1.09879,1.09887,1.09883
EUR_USD,1640000330.0,1.09864,1.09872,1.09868
EUR_USD,1640000331.0,1.09839,1.09847,1.09843
EUR_USD,1640000332.0,1.09852,1.0986,1.09856
EUR_USD,1640000333.0,1.09857,1.09865,1.09861
EUR_USD,1640000334.0,1.09888,1.09896,1.09892
EUR_USD,1640000335.0,1.0992,1.09928,1.09924
EUR_USD,1640000336.0,1.09906,1.09914,1.0991
EUR_USD,1640000337.0,1.09916,1.09924,1.0992
EUR_USD,1640000338.0,1.09889,1.09897,1.09893
EUR_USD,1640000339.0,1.099,1.09908,1.09904
EUR_USD,1640000340.0,1.09904,1.09912,1.09908
EUR_USD,1640000341.0,1.099,1.09908,1.09904
EUR_USD,1640000342.0,1.0987,1.09878,1.09874
EUR_USD,1640000343.0,1.09902,1.0991,1.09906
EUR_USD,1640000344.0,1.09927,1.09935,1.09931
EUR_USD,1640000345.0,1.09976,1.09984,1.0998
EUR_USD,1640000346.0,1.09956,1.09964,1.0996
EUR_USD,1640000347.0,1.09918,1.09926,1.09922
EUR_USD,1640000348.0,1.09889,1.09897,1.09893
EUR_USD,1640000349.0,1.09912,1.0992,1.09916
EUR_USD,1640000350.0,1.09888,1.09896,1.09892
EUR_USD,1640000351.0,1.0992,1.09928,1.09924
EUR_USD,1640000352.0,1.09896,1.09904,1.099
EUR_USD,1640000353.0,1.09841,1.09849,1.09845
EUR_USD,1640000354.0,1.09848,1.09856,1.09852
EUR_USD,1640000355.0,1.09761,1.09769,1.09765
EUR_USD,1640000356.0,1.09739,1.09747,1.09743
EUR_USD,1640000357.0,1.097,1.09708,1.09704
EUR_USD,1640000358.0,1.09716,1.09724,1.0972
EUR_USD,1640000359.0,1.09726,1.09734,1.0973
EUR_USD,1640000360.0,1.09701,1.09709,1.09705
EUR_USD,1640000361.0,1.09721,1.09729,1.09725
EUR_USD,1640000362.0,1.09733,1.09741,1.09737
EUR_USD,1640000363.0,1.0974,1.09748,1.09744
EUR_USD,1640000364.0,1.09765,1.09773,1.09769
EUR_USD,1640000365.0,1.09793,1.09801,1.09797
EUR_USD,1640000366.0,1.098,1.09808,1.09804
EUR_USD,1640000367.0,1.09799,1.09807,1.09803
EUR_USD,1640000368.0,1.09831,1.09839,1.09835
EUR_USD,1640000369.0,1.09871,1.09879,1.09875
EUR_USD,1640000370.0,1.09846,1.09854,1.0985
EUR_USD,1640000371.0,1.09774,1.09782,1.09778
EUR_USD,1640000372.0,1.09751,1.09759,1.09755
EUR_USD,1640000373.0,1.09726,1.09734,1.0973
EUR_USD,1640000374.0,1.09763,1.09771,1.09767
EUR_USD,1640000375.0,1.09762,1.0977,1.09766
EUR_USD,1640000376.0,1.09767,1.09775,1.09771
EUR_USD,1640000377.0,1.09728,1.09736,1.09732
EUR_USD,1640000378.0,1.097,1.09708,1.09704
EUR_USD,1640000379.0,1.09686,1.09694,1.0969
EUR_USD,1640000380.0,1.09682,1.0969,1.09686
EUR_USD,1640000381.0,1.0971,1.09718,1.09714
EUR_USD,1640000382.0,1.09682,1.0969,1.09686
EUR_USD,1640000383.0,1.09691,1.09699,1.09695
EUR_USD,1640000384.0,1.09669,1.09677,1.09673
EUR_USD,1640000385.0,1.09646,1.09654,1.0965
EUR_USD,1640000386.0,1.09633,1.09641,1.09637
EUR_USD,1640000387.0,1.09642,1.0965,1.09646
EUR_USD,1640000388.0,1.09612,1.0962,1.09616
EUR_USD,1640000389.0,1.09668,1.09676,1.09672
EUR_USD,1640000390.0,1.09725,1.09733,1.09729
EUR_USD,1640000391.0,1.0974,1.09748,1.09744
EUR_USD,1640000392.0,1.09804,1.09812,1.09808
EUR_USD,1640000393.0,1.09816,1.09824,1.0982
EUR_USD,1640000394.0,1.09786,1.09794,1.0979
EUR_USD,1640000395.0,1.09763,1.09771,1.09767
EUR_USD,1640000396.0,1.09787,1.09795,1.09791
EUR_USD,1640000397.0,1.09767,1.09775,1.09771
EUR_USD,1640000398.0,1.09792,1.098,1.09796
EUR_USD,1640000399.0,1.09806,1.09814,1.0981
EUR_USD,1640000400.0,1.09824,1.09832,1.09828
EUR_USD,1640000401.0,1.09818,1.09826,1.09822
EUR_USD,1640000402.0,1.09782,1.0979,1.09786
EUR_USD,1640000403.0,1.09789,1.09797,1.09793
EUR_USD,1640000404.0,1.0976,1.09768,1.09764
EUR_USD,1640000405.0,1.09781,1.09789,1.09785
EUR_USD,1640000406.0,1.09813,1.09821,1.09817
EUR_USD,1640000407.0,1.09868,1.09876,1.09872
EUR_USD,1640000408.0,1.09926,1.09934,1.0993
EUR_USD,1640000409.0,1.09938,1.09946,1.09942
EUR_USD,1640000410.0,1.09935,1.09943,1.09939
EUR_USD,1640000411.0,1.09913,1.09921,1.09917
EUR_USD,1640000412.0,1.09926,1.09934,1.0993
EUR_USD,1640000413.0,1.09951,1.09959,1.09955
EUR_USD,1640000414.0,1.09902,1.0991,1.09906
EUR_USD,1640000415.0,1.09924,1.09932,1.09928
EUR_USD,1640000416.0,1.09872,1.0988,1.09876
EUR_USD,1640000417.0,1.09875,1.09883,1.09879
EUR_USD,1640000418.0,1.099,1.09908,1.09904
EUR_USD,1640000419.0,1.09942,1.0995,1.09946
EUR_USD,1640000420.0,1.09943,1.09951,1.09947
EUR_USD,1640000421.0,1.09885,1.09893,1.09889
EUR_USD,1640000422.0,1.0988,1.09888,1.09884
EUR_USD,1640000423.0,1.09863,1.09871,1.09867
EUR_USD,1640000424.0,1.09884,1.09892,1.09888
EUR_USD,1640000425.0,1.09921,1.09929,1.09925
EUR_USD,1640000426.0,1.09935,1.09943,1.09939
EUR_USD,1640000427.0,1.09918,1.09926,1.09922
EUR_USD,1640000428.0,1.09925,1.09933,1.09929
EUR_USD,1640000429.0,1.09909,1.09917,1.09913
EUR_USD,1640000430.0,1.09846,1.09854,1.0985
EUR_USD,1640000431.0,1.09869,1.09877,1.09873
EUR_USD,1640000432.0,1.09867,1.09875,1.09871
EUR_USD,1640000433.0,1.09844,1.09852,1.09848
EUR_USD,1640000434.0,1.0984,1.09848,1.09844
EUR_USD,1640000435.0,1.0986,1.09868,1.09864
EUR_USD,1640000436.0,1.09865,1.09873,1.09869
EUR_USD,1640000437.0,1.09919,1.09927,1.09923
EUR_USD,1640000438.0,1.09912,1.0992,1.09916
EUR_USD,1640000439.0,1.0992,1.09928,1.09924
EUR_USD,1640000440.0,1.09918,1.09926,1.09922
EUR_USD,1640000441.0,1.09913,1.09921,1.09917
EUR_USD,1640000442.0,1.09965,1.09973,1.09969
EUR_USD,1640000443.0,1.09989,1.09997,1.09993
EUR_USD,1640000444.0,1.09984,1.09992,1.09988
EUR_USD,1640000445.0,1.1,1.10008,1.10004
EUR_USD,1640000446.0,1.10017,1.10025,1.10021
EUR_USD,1640000447.0,1.10021,1.10029,1.10025
EUR_USD,1640000448.0,1.10027,1.10035,1.10031
EUR_USD,1640000449.0,1.10028,1.10036,1.10032
EUR_USD,1640000450.0,1.1006,1.10068,1.10064
EUR_USD,1640000451.0,1.10101,1.10109,1.10105
EUR_USD,1640000452.0,1.10049,1.10057,1.10053
EUR_USD,1640000453.0,1.10018,1.10026,1.10022
EUR_USD,1640000454.0,1.10015,1.10023,1.10019
EUR_USD,1640000455.0,1.10038,1.10046,1.10042
EUR_USD,1640000456.0,1.1004,1.10048,1.10044
EUR_USD,1640000457.0,1.10047,1.10055,1.10051
EUR_USD,1640000458.0,1.10032,1.1004,1.10036
EUR_USD,1640000459.0,1.10089,1.10097,1.10093
EUR_USD,1640000460.0,1.10038,1.10046,1.10042
EUR_USD,1640000461.0,1.10097,1.10105,1.10101
EUR_USD,1640000462.0,1.10089,1.10097,1.10093
EUR_USD,1640000463.0,1.1001,1.10018,1.10014
EUR_USD,1640000464.0,1.10027,1.10035,1.10031
EUR_USD,1640000465.0,1.10002,1.1001,1.10006
EUR_USD,1640000466.0,1.10034,1.10042,1.10038
EUR_USD,1640000467.0,1.10035,1.10043,1.10039
EUR_USD,1640000468.0,1.09991,1.09999,1.09995
EUR_USD,1640000469.0,1.10004,1.10012,1.10008
EUR_USD,1640000470.0,1.10034,1.10042,1.10038
EUR_USD,1640000471.0,1.10016,1.10024,1.1002
EUR_USD,1640000472.0,1.10057,1.10065,1.10061
EUR_USD,1640000473.0,1.10077,1.10085,1.10081
EUR_USD,1640000474.0,1.10053,1.10061,1.10057
EUR_USD,1640000475.0,1.10071,1.10079,1.10075
EUR_USD,1640000476.0,1.10121,1.10129,1.10125
EUR_USD,1640000477.0,1.10158,1.10166,1.10162
EUR_USD,1640000478.0,1.10195,1.10203,1.10199
EUR_USD,1640000479.0,1.10197,1.10205,1.10201
EUR_USD,1640000480.0,1.10139,1.10147,1.10143
EUR_USD,1640000481.0,1.10123,1.10131,1.10127
