instrument,ts,bid,ask,mid
EUR_USD,1640000186.0,1.10424,1.10432,1.10428
EUR_USD,1640000187.0,1.10426,1.10434,1.1043
EUR_USD,1640000188.0,1.10441,1.10449,1.10445
EUR_USD,1640000189.0,1.1044,1.10448,1.10444
EUR_USD,1640000190.0,1.10435,1.10443,1.10439
EUR_USD,1640000191.0,1.10389,1.10397,1.10393
EUR_USD,1640000192.0,1.10378,1.10386,1.10382
EUR_USD,1640000193.0,1.10385,1.10393,1.10389
EUR_USD,1640000194.0,1.10376,1.10384,1.1038
EUR_USD,1640000195.0,1.10429,1.10437,1.10433
EUR_USD,1640000196.0,1.10422,1.1043,1.10426
EUR_USD,1640000197.0,1.10391,1.10399,1.10395
EUR_USD,1640000198.0,1.10378,1.10386,1.10382
EUR_USD,1640000199.0,1.10396,1.10404,1.104
EUR_USD,1640000200.0,1.10382,1.1039,1.10386
EUR_USD,1640000201.0,1.10363,1.10371,1.10367
EUR_USD,1640000202.0,1.10357,1.10365,1.10361
EUR_USD,1640000203.0,1.10357,1.10365,1.10361
EUR_USD,1640000204.0,1.10359,1.10367,1.10363
EUR_USD,1640000205.0,1.10318,1.10326,1.10322
EUR_USD,1640000206.0,1.10313,1.10321,1.10317
EUR_USD,1640000207.0,1.10318,1.10326,1.10322
EUR_USD,1640000208.0,1.10315,1.10323,1.10319
EUR_USD,1640000209.0,1.10353,1.10361,1.10357
EUR_USD,1640000210.0,1.10334,1.10342,1.10338
EUR_USD,1640000211.0,1.10335,1.10343,1.10339
EUR_USD,1640000212.0,1.10348,1.10356,1.10352
EUR_USD,1640000213.0,1.10332,1.1034,1.10336
EUR_USD,1640000214.0,1.10359,1.10367,1.10363
EUR_USD,1640000215.0,1.10369,1.10377,1.10373
EUR_USD,1640000216.0,1.10402,1.1041,1.10406
EUR_USD,1640000217.0,1.10453,1.10461,1.10457
EUR_USD,1640000218.0,1.10454,1.10462,1.10458
EUR_USD,1640000219.0,1.10497,1.10505,1.10501
EUR_USD,1640000220.0,1.10496,1.10504,1.105
EUR_USD,1640000221.0,1.10496,1.10504,1.105
EUR_USD,1640000222.0,1.10544,1.10552,1.10548
EUR_USD,1640000223.0,1.10545,1.10553,1.10549
EUR_USD,1640000224.0,1.1057,1.10578,1.10574
EUR_USD,1640000225.0,1.10551,1.10559,1.10555
EUR_USD,1640000226.0,1.10565,1.10573,1.10569
EUR_USD,1640000227.0,1.1058,1.10588,1.10584
EUR_USD,1640000228.0,1.10577,1.10585,1.10581
EUR_USD,1640000229.0,1.10612,1.1062,1.10616
EUR_USD,1640000230.0,1.10633,1.10641,1.10637
EUR_USD,1640000231.0,1.1066,1.10668,1.10664
EUR_USD,1640000232.0,1.10688,1.10696,1.10692
EUR_USD,1640000233.0,1.10702,1.1071,1.10706
EUR_USD,1640000234.0,1.1069,1.10698,1.10694
EUR_USD,1640000235.0,1.1068,1.10688,1.10684
EUR_USD,1640000236.0,1.10691,1.10699,1.10695
EUR_USD,1640000237.0,1.10657,1.10665,1.10661
EUR_USD,1640000238.0,1.10648,1.10656,1.10652
EUR_USD,1640000239.0,1.10661,1.10669,1.10665
EUR_USD,1640000240.0,1.10672,1.1068,1.10676
EUR_USD,1640000241.0,1.10706,1.10714,1.1071
EUR_USD,1640000242.0,1.10731,1.10739,1.10735
EUR_USD,1640000243.0,1.10712,1.1072,1.10716
EUR_USD,1640000244.0,1.10773,1.10781,1.10777
EUR_USD,1640000245.0,1.10807,1.10815,1.10811
EUR_USD,1640000246.0,1.10789,1.10797,1.10793
EUR_USD,1640000247.0,1.10803,1.10811,1.10807
EUR_USD,1640000248.0,1.10829,1.10837,1.10833
EUR_USD,1640000249.0,1.1082,1.10828,1.10824
EUR_USD,1640000250.0,1.10842,1.1085,1.10846
EUR_USD,1640000251.0,1.10834,1.10842,1.10838
EUR_USD,1640000252.0,1.10881,1.10889,1.10885
EUR_USD,1640000253.0,1.10908,1.10916,1.10912
EUR_USD,1640000254.0,1.10907,1.10915,1.10911
EUR_USD,1640000255.0,1.10881,1.10889,1.10885
EUR_USD,1640000256.0,1.10892,1.109,1.10896
EUR_USD,1640000257.0,1.10905,1.10913,1.10909
EUR_USD,1640000258.0,1.10897,1.10905,1.10901
EUR_USD,1640000259.0,1.1096,1.10968,1.10964
EUR_USD,1640000260.0,1.10969,1.10977,1.10973
EUR_USD,1640000261.0,1.11054,1.11062,1.11058
EUR_USD,1640000262.0,1.11031,1.11039,1.11035
EUR_USD,1640000263.0,1.11092,1.111,1.11096
EUR_USD,1640000264.0,1.11092,1.111,1.11096
EUR_USD,1640000265.0,1.11066,1.11074,1.1107
EUR_USD,1640000266.0,1.11063,1.11071,1.11067
EUR_USD,1640000267.0,1.1112,1.11128,1.11124
EUR_USD,1640000268.0,1.11155,1.11163,1.11159
EUR_USD,1640000269.0,1.11175,1.11183,1.11179
EUR_USD,1640000270.0,1.11205,1.11213,1.11209
EUR_USD,1640000271.0,1.11206,1.11214,1.1121
EUR_USD,1640000272.0,1.11237,1.11245,1.11241
EUR_USD,1640000273.0,1.11208,1.11216,1.11212
EUR_USD,1640000274.0,1.11277,1.11285,1.11281
EUR_USD,1640000275.0,1.1127,1.11278,1.11274
EUR_USD,1640000276.0,1.11252,1.1126,1.11256
EUR_USD,1640000277.0,1.11265,1.11273,1.11269
EUR_USD,1640000278.0,1.11261,1.11269,1.11265
EUR_USD,1640000279.0,1.11262,1.1127,1.11266
EUR_USD,1640000280.0,1.11285,1.11293,1.11289
EUR_USD,1640000281.0,1.11311,1.11319,1.11315
EUR_USD,1640000282.0,1.11342,1.1135,1.11346
EUR_USD,1640000283.0,1.11362,1.1137,1.11366
EUR_USD,1640000284.0,1.11352,1.1136,1.11356
EUR_USD,1640000285.0,1.11396,1.11404,1.114
EUR_USD,1640000286.0,1.11418,1.11426,1.11422
EUR_USD,1640000287.0,1.11465,1.11473,1.11469
EUR_USD,1640000288.0,1.11476,1.11484,1.1148
EUR_USD,1640000289.0,1.11505,1.11513,1.11509
EUR_USD,1640000290.0,1.11516,1.11524,1.1152
EUR_USD,1640000291.0,1.11537,1.11545,1.11541
EUR_USD,1640000292.0,1.11587,1.11595,1.11591
EUR_USD,1640000293.0,1.11565,1.11573,1.11569
EUR_USD,1640000294.0,1.11547,1.11555,1.11551
EUR_USD,1640000295.0,1.11559,1.11567,1.11563
EUR_USD,1640000296.0,1.11609,1.11617,1.11613
EUR_USD,1640000297.0,1.1163,1.11638,1.11634
EUR_USD,1640000298.0,1.11652,1.1166,1.11656
EUR_USD,1640000299.0,1.11675,1.11683,1.11679
EUR_USD,1640000300.0,1.11669,1.11677,1.11673
EUR_USD,1640000301.0,1.11709,1.11717,1.11713
EUR_USD,1640000302.0,1.11689,1.11697,1.11693
EUR_USD,1640000303.0,1.11668,1.11676,1.11672
EUR_USD,1640000304.0,1.11676,1.11684,1.1168
EUR_USD,1640000305.0,1.11679,1.11687,1.11683
EUR_USD,1640000306.0,1.11693,1.11701,1.11697
EUR_USD,1640000307.0,1.11713,1.11721,1.11717
EUR_USD,1640000308.0,1.11757,1.11765,1.11761
EUR_USD,1640000309.0,1.11746,1.11754,1.1175
EUR_USD,1640000310.0,1.11792,1.118,1.11796
EUR_USD,1640000311.0,1.11767,1.11775,1.11771
EUR_USD,1640000312.0,1.11793,1.11801,1.11797
EUR_USD,1640000313.0,1.11782,1.1179,1.11786
EUR_USD,1640000314.0,1.11804,1.11812,1.11808
EUR_USD,1640000315.0,1.11798,1.11806,1.11802
EUR_USD,1640000316.0,1.11847,1.11855,1.11851
EUR_USD,1640000317.0,1.11889,1.11897,1.11893
EUR_USD,1640000318.0,1.11901,1.11909,1.11905
EUR_USD,1640000319.0,1.11934,1.11942,1.11938
EUR_USD,1640000320.0,1.11944,1.11952,1.11948
EUR_USD,1640000321.0,1.11939,1.11947,1.11943
EUR_USD,1640000322.0,1.1194,1.11948,1.11944
EUR_USD,1640000323.0,1.11919,1.11927,1.11923
EUR_USD,1640000324.0,1.11922,1.1193,1.11926
EUR_USD,1640000325.0,1.11919,1.11927,1.11923
EUR_USD,1640000326.0,1.11937,1.11945,1.11941
EUR_USD,1640000327.0,1.11958,1.11966,1.11962
EUR_USD,1640000328.0,1.11997,1.12005,1.12001
EUR_USD,1640000329.0,1.12019,1.12027,1.12023
EUR_USD,1640000330.0,1.12028,1.12036,1.12032
EUR_USD,1640000331.0,1.11995,1.12003,1.11999
EUR_USD,1640000332.0,1.12007,1.12015,1.12011
EUR_USD,1640000333.0,1.12017,1.12025,1.12021
EUR_USD,1640000334.0,1.12025,1.12033,1.12029
EUR_USD,1640000335.0,1.12021,1.12029,1.12025
EUR_USD,1640000336.0,1.12042,1.1205,1.12046
EUR_USD,1640000337.0,1.12066,1.12074,1.1207
EUR_USD,1640000338.0,1.12067,1.12075,1.12071
EUR_USD,1640000339.0,1.12065,1.12073,1.12069
EUR_USD,1640000340.0,1.12075,1.12083,1.12079
EUR_USD,1640000341.0,1.12119,1.12127,1.12123
EUR_USD,1640000342.0,1.12154,1.12162,1.12158
EUR_USD,1640000343.0,1.12152,1.1216,1.12156
EUR_USD,1640000344.0,1.12195,1.12203,1.12199
EUR_USD,1640000345.0,1.1222,1.12228,1.12224
EUR_USD,1640000346.0,1.12226,1.12234,1.1223
EUR_USD,1640000347.0,1.12215,1.12223,1.12219
EUR_USD,1640000348.0,1.12193,1.12201,1.12197
EUR_USD,1640000349.0,1.12194,1.12202,1.12198
EUR_USD,1640000350.0,1.12255,1.12263,1.12259
EUR_USD,1640000351.0,1.12301,1.12309,1.12305
EUR_USD,1640000352.0,1.12324,1.12332,1.12328
EUR_USD,1640000353.0,1.12346,1.12354,1.1235
EUR_USD,1640000354.0,1.12379,1.12387,1.12383
EUR_USD,1640000355.0,1.12411,1.12419,1.12415
EUR_USD,1640000356.0,1.1249,1.12498,1.12494
EUR_USD,1640000357.0,1.12509,1.12517,1.12513
EUR_USD,1640000358.0,1.1253,1.12538,1.12534
EUR_USD,1640000359.0,1.12596,1.12604,1.126
EUR_USD,1640000360.0,1.12553,1.12561,1.12557
EUR_USD,1640000361.0,1.12546,1.12554,1.1255
EUR_USD,1640000362.0,1.12567,1.12575,1.12571
EUR_USD,1640000363.0,1.12561,1.12569,1.12565
EUR_USD,1640000364.0,1.12573,1.12581,1.12577
EUR_USD,1640000365.0,1.1258,1.12588,1.12584
EUR_USD,1640000366.0,1.12624,1.12632,1.12628
EUR_USD,1640000367.0,1.12648,1.12656,1.12652
EUR_USD,1640000368.0,1.12634,1.12642,1.12638
EUR_USD,1640000369.0,1.12697,1.12705,1.12701
EUR_USD,1640000370.0,1.12706,1.12714,1.1271
EUR_USD,1640000371.0,1.12676,1.12684,1.1268
EUR_USD,1640000372.0,1.12663,1.12671,1.12667
EUR_USD,1640000373.0,1.12657,1.12665,1.12661
EUR_USD,1640000374.0,1.12647,1.12655,1.12651
EUR_USD,1640000375.0,1.12643,1.12651,1.12647
EUR_USD,1640000376.0,1.12652,1.1266,1.12656
EUR_USD,1640000377.0,1.12691,1.12699,1.12695
EUR_USD,1640000378.0,1.12669,1.12677,1.12673
EUR_USD,1640000379.0,1.12715,1.12723,1.12719
EUR_USD,1640000380.0,1.12741,1.12749,1.12745
EUR_USD,1640000381.0,1.12774,1.12782,1.12778
EUR_USD,1640000382.0,1.12849,1.12857,1.12853
EUR_USD,1640000383.0,1.12873,1.12881,1.12877
EUR_USD,1640000384.0,1.12838,1.12846,1.12842
EUR_USD,1640000385.0,1.12834,1.12842,1.12838
EUR_USD,1640000386.0,1.12836,1.12844,1.1284
EUR_USD,1640000387.0,1.12864,1.12872,1.12868
EUR_USD,1640000388.0,1.129,1.12908,1.12904
EUR_USD,1640000389.0,1.12885,1.12893,1.12889
EUR_USD,1640000390.0,1.12919,1.12927,1.12923
EUR_USD,1640000391.0,1.12923,1.12931,1.12927
EUR_USD,1640000392.0,1.12916,1.12924,1.1292
EUR_USD,1640000393.0,1.12925,1.12933,1.12929
EUR_USD,1640000394.0,1.12976,1.12984,1.1298
EUR_USD,1640000395.0,1.13005,1.13013,1.13009
EUR_USD,1640000396.0,1.13031,1.13039,1.13035
EUR_USD,1640000397.0,1.13073,1.13081,1.13077
EUR_USD,1640000398.0,1.13079,1.13087,1.13083
EUR_USD,1640000399.0,1.13088,1.13096,1.13092
EUR_USD,1640000400.0,1.13065,1.13073,1.13069
EUR_USD,1640000401.0,1.13074,1.13082,1.13078
EUR_USD,1640000402.0,1.13083,1.13091,1.13087
EUR_USD,1640000403.0,1.13099,1.13107,1.13103
EUR_USD,1640000404.0,1.13116,1.13124,1.1312
EUR_USD,1640000405.0,1.13119,1.13127,1.13123
EUR_USD,1640000406.0,1.13179,1.13187,1.13183
EUR_USD,1640000407.0,1.13171,1.13179,1.13175
EUR_USD,1640000408.0,1.13199,1.13207,1.13203
EUR_USD,1640000409.0,1.13216,1.13224,1.1322
EUR_USD,1640000410.0,1.13207,1.13215,1.13211
EUR_USD,1640000411.0,1.132,1.13208,1.13204
EUR_USD,1640000412.0,1.13194,1.13202,1.13198
EUR_USD,1640000413.0,1.13217,1.13225,1.13221
EUR_USD,1640000414.0,1.13263,1.13271,1.13267
EUR_USD,1640000415.0,1.13239,1.13247,1.13243
EUR_USD,1640000416.0,1.1323,1.13238,1.13234
EUR_USD,1640000417.0,1.13257,1.13265,1.13261
EUR_USD,1640000418.0,1.13244,1.13252,1.13248
EUR_USD,1640000419.0,1.13265,1.13273,1.13269
EUR_USD,1640000420.0,1.13345,1.13353,1.13349
EUR_USD,1640000421.0,1.13369,1.13377,1.13373
EUR_USD,1640000422.0,1.13329,1.13337,1.13333
EUR_USD,1640000423.0,1.13335,1.13343,1.13339
EUR_USD,1640000424.0,1.13334,1.13342,1.13338
EUR_USD,1640000425.0,1.1333,1.13338,1.13334
EUR_USD,1640000426.0,1.13328,1.13336,1.13332
EUR_USD,1640000427.0,1.13374,1.13382,1.13378
EUR_USD,1640000428.0,1.13398,1.13406,1.13402
EUR_USD,1640000429.0,1.13396,1.13404,1.134
EUR_USD,1640000430.0,1.13399,1.13407,1.13403
EUR_USD,1640000431.0,1.13411,1.13419,1.13415
EUR_USD,1640000432.0,1.13424,1.13432,1.13428
EUR_USD,1640000433.0,1.13431,1.13439,1.13435
EUR_USD,1640000434.0,1.13439,1.13447,1.13443
EUR_USD,1640000435.0,1.13489,1.13497,1.13493
EUR_USD,1640000436.0,1.13481,1.13489,1.13485
EUR_USD,1640000437.0,1.13497,1.13505,1.13501
EUR_USD,1640000438.0,1.13527,1.13535,1.13531
EUR_USD,1640000439.0,1.13577,1.13585,1.13581
EUR_USD,1640000440.0,1.13585,1.13593,1.13589
EUR_USD,1640000441.0,1.13553,1.13561,1.13557
EUR_USD,1640000442.0,1.13541,1.13549,1.13545
EUR_USD,1640000443.0,1.13581,1.13589,1.13585
EUR_USD,1640000444.0,1.13573,1.13581,1.13577
EUR_USD,1640000445.0,1.13595,1.13603,1.13599
EUR_USD,1640000446.0,1.13613,1.13621,1.13617
EUR_USD,1640000447.0,1.13621,1.13629,1.13625
EUR_USD,1640000448.0,1.13628,1.13636,1.13632
EUR_USD,1640000449.0,1.13642,1.1365,1.13646
EUR_USD,1640000450.0,1.13633,1.13641,1.13637
EUR_USD,1640000451.0,1.13638,1.13646,1.13642
EUR_USD,1640000452.0,1.13661,1.13669,1.13665
EUR_USD,1640000453.0,1.13659,1.13667,1.13663
EUR_USD,1640000454.0,1.13649,1.13657,1.13653
EUR_USD,1640000455.0,1.1364,1.13648,1.13644
EUR_USD,1640000456.0,1.13635,1.13643,1.13639
EUR_USD,1640000457.0,1.13651,1.13659,1.13655
EUR_USD,1640000458.0,1.13625,1.13633,1.13629
EUR_USD,1640000459.0,1.13641,1.13649,1.13645
EUR_USD,1640000460.0,1.13659,1.13667,1.13663
EUR_USD,1640000461.0,1.13695,1.13703,1.13699
EUR_USD,1640000462.0,1.13654,1.13662,1.13658
EUR_USD,1640000463.0,1.13671,1.13679,1.13675
EUR_USD,1640000464.0,1.13711,1.13719,1.13715
EUR_USD,1640000465.0,1.13694,1.13702,1.13698
EUR_USD,1640000466.0,1.13695,1.13703,1.13699
EUR_USD,1640000467.0,1.13667,1.13675,1.13671
EUR_USD,1640000468.0,1.13674,1.13682,1.13678
EUR_USD,1640000469.0,1.13706,1.13714,1.1371
EUR_USD,1640000470.0,1.13704,1.13712,1.13708
EUR_USD,1640000471.0,1.13702,1.1371,1.13706
EUR_USD,1640000472.0,1.13681,1.13689,1.13685
EUR_USD,1640000473.0,1.13696,1.13704,1.137
EUR_USD,1640000474.0,1.1374,1.13748,1.13744
EUR_USD,1640000475.0,1.13747,1.13755,1.13751
EUR_USD,1640000476.0,1.13742,1.1375,1.13746
EUR_USD,1640000477.0,1.1374,1.13748,1.13744
EUR_USD,1640000478.0,1.13757,1.13765,1.13761
EUR_USD,1640000479.0,1.1379,1.13798,1.13794
EUR_USD,1640000480.0,1.13802,1.1381,1.13806
EUR_USD,1640000481.0,1.13817,1.13825,1.13821
