instrument,ts,bid,ask,mid
EUR_USD,1769536585.0,1.19793,1.19810,1.19801
EUR_USD,1769536590.0,1.19784,1.19801,1.19793
EUR_USD,1769536595.0,1.19780,1.19797,1.19788
EUR_USD,1769536600.0,1.19777,1.19794,1.19786
EUR_USD,1769536605.0,1.19778,1.19795,1.19787
EUR_USD,1769536610.0,1.19777,1.19793,1.19785
EUR_USD,1769536615.0,1.19768,1.19785,1.19776
EUR_USD,1769536620.0,1.19763,1.19780,1.19772
EUR_USD,1769536625.0,1.19772,1.19789,1.19780
EUR_USD,1769536630.0,1.19776,1.19792,1.19784
EUR_USD,1769536635.0,1.19779,1.19796,1.19787
EUR_USD,1769536640.0,1.19776,1.19793,1.19785
EUR_USD,1769536645.0,1.19769,1.19787,1.19778
EUR_USD,1769536650.0,1.19773,1.19790,1.19781
EUR_USD,1769536655.0,1.19774,1.19791,1.19782
EUR_USD,1769536660.0,1.19774,1.19791,1.19782
EUR_USD,1769536665.0,1.19766,1.19783,1.19774
EUR_USD,1769536670.0,1.19766,1.19783,1.19774
EUR_USD,1769536675.0,1.19769,1.19786,1.19778
EUR_USD,1769536680.0,1.19766,1.19783,1.19774
EUR_USD,1769536685.0,1.19764,1.19780,1.19772
EUR_USD,1769536690.0,1.19764,1.19781,1.19773
EUR_USD,1769536695.0,1.19775,1.19792,1.19783
EUR_USD,1769536700.0,1.19778,1.19795,1.19787
EUR_USD,1769536705.0,1.19778,1.19795,1.19787
EUR_USD,1769536710.0,1.19782,1.19798,1.19790
EUR_USD,1769536715.0,1.19790,1.19807,1.19799
EUR_USD,1769536720.0,1.19786,1.19803,1.19794
EUR_USD,1769536725.0,1.19780,1.19796,1.19788
EUR_USD,1769536730.0,1.19779,1.19796,1.19787
EUR_USD,1769536735.0,1.19779,1.19796,1.19787
EUR_USD,1769536740.0,1.19781,1.19798,1.19789
EUR_USD,1769536745.0,1.19791,1.19808,1.19800
EUR_USD,1769536750.0,1.19795,1.19810,1.19802
EUR_USD,1769536755.0,1.19793,1.19810,1.19801
EUR_USD,1769536760.0,1.19780,1.19798,1.19789
EUR_USD,1769536765.0,1.19782,1.19799,1.19790
EUR_USD,1769536770.0,1.19783,1.19799,1.19791
EUR_USD,1769536775.0,1.19783,1.19800,1.19792
EUR_USD,1769536780.0,1.19790,1.19807,1.19799
EUR_USD,1769536785.0,1.19790,1.19806,1.19798
EUR_USD,1769536790.0,1.19793,1.19810,1.19801
EUR_USD,1769536795.0,1.19792,1.19807,1.19800
EUR_USD,1769536800.0,1.19800,1.19817,1.19808
EUR_USD,1769536805.0,1.19797,1.19814,1.19806
EUR_USD,1769536810.0,1.19797,1.19815,1.19806
EUR_USD,1769536815.0,1.19794,1.19811,1.19802
EUR_USD,1769536820.0,1.19795,1.19812,1.19803
EUR_USD,1769536825.0,1.19805,1.19820,1.19813
EUR_USD,1769536830.0,1.19807,1.19824,1.19815
EUR_USD,1769536835.0,1.19803,1.19821,1.19812
EUR_USD,1769536840.0,1.19805,1.19821,1.19813
EUR_USD,1769536845.0,1.19806,1.19820,1.19813
EUR_USD,1769536850.0,1.19806,1.19821,1.19813
EUR_USD,1769536855.0,1.19806,1.19821,1.19813
EUR_USD,1769536860.0,1.19804,1.19820,1.19812
EUR_USD,1769536865.0,1.19802,1.19818,1.19810
EUR_USD,1769536870.0,1.19807,1.19822,1.19815
EUR_USD,1769536875.0,1.19807,1.19823,1.19815
EUR_USD,1769536880.0,1.19805,1.19822,1.19814
EUR_USD,1769536885.0,1.19804,1.19820,1.19812
EUR_USD,1769536890.0,1.19804,1.19819,1.19812
EUR_USD,1769536895.0,1.19797,1.19814,1.19806
EUR_USD,1769536900.0,1.19798,1.19814,1.19806
EUR_USD,1769536905.0,1.19798,1.19813,1.19806
EUR_USD,1769536910.0,1.19812,1.19830,1.19821
EUR_USD,1769536915.0,1.19806,1.19822,1.19814
EUR_USD,1769536920.0,1.19803,1.19819,1.19811
EUR_USD,1769536925.0,1.19805,1.19822,1.19814
EUR_USD,1769536930.0,1.19809,1.19827,1.19818
EUR_USD,1769536935.0,1.19809,1.19826,1.19817
EUR_USD,1769536940.0,1.19816,1.19833,1.19825
EUR_USD,1769536945.0,1.19820,1.19837,1.19828
EUR_USD,1769536950.0,1.19823,1.19839,1.19831
EUR_USD,1769536955.0,1.19826,1.19843,1.19835
EUR_USD,1769536960.0,1.19824,1.19841,1.19833
EUR_USD,1769536965.0,1.19825,1.19842,1.19834
EUR_USD,1769536970.0,1.19826,1.19842,1.19834
EUR_USD,1769536975.0,1.19826,1.19842,1.19834
EUR_USD,1769536980.0,1.19836,1.19851,1.19843
EUR_USD,1769536985.0,1.19841,1.19856,1.19849
EUR_USD,1769536990.0,1.19850,1.19865,1.19857
EUR_USD,1769536995.0,1.19854,1.19868,1.19861
EUR_USD,1769537000.0,1.19856,1.19872,1.19864
EUR_USD,1769537005.0,1.19852,1.19869,1.19861
EUR_USD,1769537010.0,1.19848,1.19864,1.19856
EUR_USD,1769537015.0,1.19841,1.19858,1.19849
EUR_USD,1769537020.0,1.19851,1.19867,1.19859
EUR_USD,1769537025.0,1.19863,1.19878,1.19870
EUR_USD,1769537030.0,1.19857,1.19873,1.19865
EUR_USD,1769537035.0,1.19853,1.19869,1.19861
EUR_USD,1769537040.0,1.19847,1.19863,1.19855
EUR_USD,1769537045.0,1.19849,1.19866,1.19857
EUR_USD,1769537050.0,1.19851,1.19868,1.19860
EUR_USD,1769537055.0,1.19851,1.19867,1.19859
EUR_USD,1769537060.0,1.19851,1.19868,1.19860
EUR_USD,1769537065.0,1.19852,1.19868,1.19860
EUR_USD,1769537070.0,1.19853,1.19869,1.19861
EUR_USD,1769537075.0,1.19860,1.19876,1.19868
EUR_USD,1769537080.0,1.19858,1.19875,1.19867
EUR_USD,1769537085.0,1.19861,1.19878,1.19869
EUR_USD,1769537090.0,1.19865,1.19881,1.19873
EUR_USD,1769537095.0,1.19857,1.19873,1.19865
EUR_USD,1769537100.0,1.19841,1.19857,1.19849
EUR_USD,1769537105.0,1.19840,1.19857,1.19848
EUR_USD,1769537110.0,1.19831,1.19848,1.19840
EUR_USD,1769537115.0,1.19834,1.19849,1.19842
EUR_USD,1769537120.0,1.19825,1.19841,1.19833
EUR_USD,1769537125.0,1.19828,1.19844,1.19836
EUR_USD,1769537130.0,1.19828,1.19846,1.19837
EUR_USD,1769537135.0,1.19831,1.19847,1.19839
EUR_USD,1769537140.0,1.19827,1.19843,1.19835
EUR_USD,1769537145.0,1.19830,1.19846,1.19838
EUR_USD,1769537150.0,1.19829,1.19845,1.19837
EUR_USD,1769537155.0,1.19830,1.19847,1.19839
EUR_USD,1769537160.0,1.19828,1.19845,1.19836
EUR_USD,1769537165.0,1.19820,1.19837,1.19828
EUR_USD,1769537170.0,1.19820,1.19838,1.19829
EUR_USD,1769537175.0,1.19821,1.19838,1.19829
EUR_USD,1769537180.0,1.19824,1.19840,1.19832
EUR_USD,1769537185.0,1.19825,1.19841,1.19833
EUR_USD,1769537190.0,1.19825,1.19842,1.19834
EUR_USD,1769537195.0,1.19821,1.19837,1.19829
EUR_USD,1769537200.0,1.19819,1.19836,1.19828
EUR_USD,1769537205.0,1.19819,1.19836,1.19828
EUR_USD,1769537210.0,1.19821,1.19838,1.19829
EUR_USD,1769537215.0,1.19825,1.19841,1.19833
EUR_USD,1769537220.0,1.19826,1.19843,1.19835
EUR_USD,1769537225.0,1.19825,1.19843,1.19834
EUR_USD,1769537230.0,1.19825,1.19843,1.19834
EUR_USD,1769537235.0,1.19830,1.19847,1.19839
EUR_USD,1769537240.0,1.19830,1.19847,1.19839
EUR_USD,1769537245.0,1.19833,1.19850,1.19841
EUR_USD,1769537250.0,1.19841,1.19858,1.19849
EUR_USD,1769537255.0,1.19851,1.19869,1.19860
EUR_USD,1769537260.0,1.19851,1.19866,1.19859
EUR_USD,1769537265.0,1.19845,1.19861,1.19853
EUR_USD,1769537270.0,1.19846,1.19862,1.19854
EUR_USD,1769537275.0,1.19845,1.19862,1.19854
EUR_USD,1769537280.0,1.19849,1.19865,1.19857
EUR_USD,1769537285.0,1.19846,1.19862,1.19854
EUR_USD,1769537290.0,1.19848,1.19864,1.19856
EUR_USD,1769537295.0,1.19839,1.19854,1.19847
EUR_USD,1769537300.0,1.19832,1.19850,1.19841
EUR_USD,1769537305.0,1.19831,1.19848,1.19840
EUR_USD,1769537310.0,1.19825,1.19841,1.19833
EUR_USD,1769537315.0,1.19815,1.19830,1.19822
EUR_USD,1769537320.0,1.19812,1.19830,1.19821
EUR_USD,1769537325.0,1.19810,1.19828,1.19819
EUR_USD,1769537330.0,1.19809,1.19827,1.19818
EUR_USD,1769537335.0,1.19798,1.19815,1.19807
EUR_USD,1769537340.0,1.19790,1.19807,1.19799
EUR_USD,1769537345.0,1.19795,1.19811,1.19803
EUR_USD,1769537350.0,1.19794,1.19811,1.19802
EUR_USD,1769537355.0,1.19798,1.19814,1.19806
EUR_USD,1769537360.0,1.19799,1.19815,1.19807
EUR_USD,1769537365.0,1.19803,1.19820,1.19812
EUR_USD,1769537370.0,1.19799,1.19816,1.19808
EUR_USD,1769537375.0,1.19803,1.19821,1.19812
EUR_USD,1769537380.0,1.19805,1.19823,1.19814
EUR_USD,1769537385.0,1.19797,1.19814,1.19806
EUR_USD,1769537390.0,1.19799,1.19816,1.19808
EUR_USD,1769537395.0,1.19798,1.19816,1.19807
EUR_USD,1769537400.0,1.19795,1.19812,1.19803
EUR_USD,1769537405.0,1.19795,1.19812,1.19803
EUR_USD,1769537410.0,1.19793,1.19810,1.19801
EUR_USD,1769537415.0,1.19790,1.19806,1.19798
EUR_USD,1769537420.0,1.19791,1.19808,1.19800
EUR_USD,1769537425.0,1.19796,1.19813,1.19805
EUR_USD,1769537430.0,1.19796,1.19811,1.19803
EUR_USD,1769537435.0,1.19783,1.19800,1.19792
EUR_USD,1769537440.0,1.19785,1.19802,1.19794
EUR_USD,1769537445.0,1.19787,1.19804,1.19795
EUR_USD,1769537450.0,1.19790,1.19806,1.19798
EUR_USD,1769537455.0,1.19793,1.19810,1.19801
EUR_USD,1769537460.0,1.19776,1.19794,1.19785
EUR_USD,1769537465.0,1.19776,1.19794,1.19785
EUR_USD,1769537470.0,1.19775,1.19793,1.19784
EUR_USD,1769537475.0,1.19774,1.19791,1.19782
EUR_USD,1769537480.0,1.19763,1.19782,1.19773
EUR_USD,1769537485.0,1.19766,1.19784,1.19775
EUR_USD,1769537490.0,1.19765,1.19783,1.19774
EUR_USD,1769537495.0,1.19759,1.19777,1.19768
EUR_USD,1769537500.0,1.19756,1.19774,1.19765
EUR_USD,1769537505.0,1.19757,1.19774,1.19766
EUR_USD,1769537510.0,1.19747,1.19764,1.19755
EUR_USD,1769537515.0,1.19760,1.19775,1.19768
EUR_USD,1769537520.0,1.19751,1.19766,1.19759
EUR_USD,1769537525.0,1.19751,1.19768,1.19760
EUR_USD,1769537530.0,1.19760,1.19775,1.19768
EUR_USD,1769537535.0,1.19762,1.19776,1.19769
EUR_USD,1769537540.0,1.19762,1.19776,1.19769
EUR_USD,1769537545.0,1.19765,1.19780,1.19773
EUR_USD,1769537550.0,1.19766,1.19780,1.19773
EUR_USD,1769537555.0,1.19765,1.19779,1.19772
EUR_USD,1769537560.0,1.19764,1.19779,1.19772
EUR_USD,1769537565.0,1.19771,1.19785,1.19778
EUR_USD,1769537570.0,1.19772,1.19786,1.19779
EUR_USD,1769537575.0,1.19770,1.19786,1.19778
EUR_USD,1769537580.0,1.19771,1.19788,1.19780
EUR_USD,1769537585.0,1.19772,1.19787,1.19779
EUR_USD,1769537590.0,1.19772,1.19786,1.19779
EUR_USD,1769537595.0,1.19768,1.19784,1.19776
EUR_USD,1769537600.0,1.19760,1.19776,1.19768
EUR_USD,1769537605.0,1.19759,1.19777,1.19768
EUR_USD,1769537610.0,1.19744,1.19760,1.19752
EUR_USD,1769537615.0,1.19740,1.19756,1.19748
EUR_USD,1769537620.0,1.19739,1.19754,1.19747
EUR_USD,1769537625.0,1.19734,1.19750,1.19742
EUR_USD,1769537630.0,1.19733,1.19749,1.19741
EUR_USD,1769537635.0,1.19735,1.19751,1.19743
EUR_USD,1769537640.0,1.19731,1.19748,1.19740
EUR_USD,1769537645.0,1.19733,1.19749,1.19741
EUR_USD,1769537650.0,1.19736,1.19751,1.19744
EUR_USD,1769537655.0,1.19731,1.19746,1.19739
EUR_USD,1769537660.0,1.19730,1.19746,1.19738
EUR_USD,1769537665.0,1.19731,1.19747,1.19739
EUR_USD,1769537670.0,1.19730,1.19746,1.19738
EUR_USD,1769537675.0,1.19731,1.19747,1.19739
EUR_USD,1769537680.0,1.19732,1.19747,1.19739
EUR_USD,1769537685.0,1.19733,1.19748,1.19741
EUR_USD,1769537690.0,1.19731,1.19745,1.19738
EUR_USD,1769537695.0,1.19732,1.19747,1.19739
EUR_USD,1769537700.0,1.19731,1.19747,1.19739
EUR_USD,1769537705.0,1.19729,1.19745,1.19737
EUR_USD,1769537710.0,1.19726,1.19741,1.19734
EUR_USD,1769537715.0,1.19730,1.19746,1.19738
EUR_USD,1769537720.0,1.19736,1.19751,1.19744
EUR_USD,1769537725.0,1.19740,1.19756,1.19748
EUR_USD,1769537730.0,1.19747,1.19764,1.19755
EUR_USD,1769537735.0,1.19745,1.19762,1.19753
EUR_USD,1769537740.0,1.19741,1.19756,1.19748
EUR_USD,1769537745.0,1.19740,1.19756,1.19748
EUR_USD,1769537750.0,1.19740,1.19757,1.19748
EUR_USD,1769537755.0,1.19740,1.19755,1.19747
EUR_USD,1769537760.0,1.19735,1.19750,1.19742
EUR_USD,1769537765.0,1.19737,1.19752,1.19745
EUR_USD,1769537770.0,1.19744,1.19759,1.19752
EUR_USD,1769537775.0,1.19740,1.19756,1.19748
EUR_USD,1769537780.0,1.19744,1.19760,1.19752
EUR_USD,1769537785.0,1.19743,1.19759,1.19751
EUR_USD,1769537790.0,1.19744,1.19761,1.19753
EUR_USD,1769537795.0,1.19739,1.19756,1.19747
EUR_USD,1769537800.0,1.19748,1.19764,1.19756
EUR_USD,1769537805.0,1.19753,1.19769,1.19761
EUR_USD,1769537810.0,1.19755,1.19772,1.19764
EUR_USD,1769537815.0,1.19754,1.19771,1.19762
EUR_USD,1769537820.0,1.19747,1.19763,1.19755
EUR_USD,1769537825.0,1.19744,1.19761,1.19753
EUR_USD,1769537830.0,1.19740,1.19755,1.19747
EUR_USD,1769537835.0,1.19740,1.19756,1.19748
EUR_USD,1769537840.0,1.19740,1.19756,1.19748
EUR_USD,1769537845.0,1.19740,1.19756,1.19748
EUR_USD,1769537850.0,1.19741,1.19756,1.19748
EUR_USD,1769537855.0,1.19744,1.19760,1.19752
EUR_USD,1769537860.0,1.19733,1.19750,1.19741
EUR_USD,1769537865.0,1.19733,1.19749,1.19741
EUR_USD,1769537870.0,1.19731,1.19746,1.19739
EUR_USD,1769537875.0,1.19729,1.19745,1.19737
EUR_USD,1769537880.0,1.19730,1.19745,1.19738
EUR_USD,1769537885.0,1.19730,1.19746,1.19738
EUR_USD,1769537890.0,1.19731,1.19746,1.19739
EUR_USD,1769537895.0,1.19728,1.19745,1.19737
EUR_USD,1769537900.0,1.19736,1.19753,1.19745
EUR_USD,1769537905.0,1.19730,1.19747,1.19739
EUR_USD,1769537910.0,1.19738,1.19753,1.19746
EUR_USD,1769537915.0,1.19733,1.19748,1.19741
EUR_USD,1769537920.0,1.19731,1.19747,1.19739
EUR_USD,1769537925.0,1.19734,1.19749,1.19741
EUR_USD,1769537930.0,1.19730,1.19747,1.19739
EUR_USD,1769537935.0,1.19729,1.19745,1.19737
EUR_USD,1769537940.0,1.19724,1.19740,1.19732
EUR_USD,1769537945.0,1.19724,1.19740,1.19732
EUR_USD,1769537950.0,1.19723,1.19740,1.19732
EUR_USD,1769537955.0,1.19726,1.19741,1.19734
EUR_USD,1769537960.0,1.19725,1.19740,1.19732
EUR_USD,1769537965.0,1.19726,1.19741,1.19734
EUR_USD,1769537970.0,1.19723,1.19738,1.19731
EUR_USD,1769537975.0,1.19726,1.19742,1.19734
EUR_USD,1769537980.0,1.19725,1.19740,1.19732
EUR_USD,1769537985.0,1.19725,1.19740,1.19732
EUR_USD,1769537990.0,1.19726,1.19742,1.19734
EUR_USD,1769537995.0,1.19713,1.19729,1.19721
EUR_USD,1769538000.0,1.19714,1.19730,1.19722
EUR_USD,1769538005.0,1.19714,1.19730,1.19722
EUR_USD,1769538010.0,1.19715,1.19730,1.19722
EUR_USD,1769538015.0,1.19716,1.19732,1.19724
EUR_USD,1769538020.0,1.19721,1.19737,1.19729
EUR_USD,1769538025.0,1.19726,1.19742,1.19734
EUR_USD,1769538030.0,1.19727,1.19744,1.19735
EUR_USD,1769538035.0,1.19738,1.19755,1.19747
EUR_USD,1769538040.0,1.19732,1.19748,1.19740
EUR_USD,1769538045.0,1.19732,1.19748,1.19740
EUR_USD,1769538050.0,1.19732,1.19749,1.19740
EUR_USD,1769538055.0,1.19727,1.19744,1.19735
EUR_USD,1769538060.0,1.19729,1.19745,1.19737
EUR_USD,1769538065.0,1.19721,1.19738,1.19729
EUR_USD,1769538070.0,1.19721,1.19737,1.19729
EUR_USD,1769538075.0,1.19726,1.19741,1.19734
EUR_USD,1769538080.0,1.19725,1.19742,1.19733
EUR_USD,1769538085.0,1.19724,1.19740,1.19732
EUR_USD,1769538090.0,1.19711,1.19727,1.19719
EUR_USD,1769538095.0,1.19709,1.19726,1.19718
EUR_USD,1769538100.0,1.19712,1.19728,1.19720
EUR_USD,1769538105.0,1.19716,1.19731,1.19724
EUR_USD,1769538110.0,1.19716,1.19731,1.19724
EUR_USD,1769538115.0,1.19723,1.19740,1.19732
EUR_USD,1769538120.0,1.19718,1.19735,1.19726
EUR_USD,1769538125.0,1.19720,1.19736,1.19728
EUR_USD,1769538130.0,1.19730,1.19747,1.19739
EUR_USD,1769538135.0,1.19734,1.19750,1.19742
EUR_USD,1769538140.0,1.19731,1.19748,1.19740
EUR_USD,1769538145.0,1.19734,1.19751,1.19742
EUR_USD,1769538150.0,1.19732,1.19749,1.19740
EUR_USD,1769538155.0,1.19733,1.19750,1.19741
EUR_USD,1769538160.0,1.19735,1.19751,1.19743
EUR_USD,1769538165.0,1.19737,1.19753,1.19745
EUR_USD,1769538170.0,1.19743,1.19759,1.19751
EUR_USD,1769538175.0,1.19741,1.19757,1.19749
EUR_USD,1769538180.0,1.19743,1.19758,1.19751
EUR_USD,1769538185.0,1.19744,1.19758,1.19751
EUR_USD,1769538190.0,1.19742,1.19756,1.19749
EUR_USD,1769538195.0,1.19742,1.19757,1.19749
EUR_USD,1769538200.0,1.19752,1.19768,1.19760
EUR_USD,1769538205.0,1.19759,1.19777,1.19768
EUR_USD,1769538210.0,1.19760,1.19777,1.19768
EUR_USD,1769538215.0,1.19760,1.19778,1.19769
EUR_USD,1769538220.0,1.19758,1.19775,1.19767
EUR_USD,1769538225.0,1.19758,1.19775,1.19767
EUR_USD,1769538230.0,1.19763,1.19780,1.19772
EUR_USD,1769538235.0,1.19765,1.19783,1.19774
EUR_USD,1769538240.0,1.19773,1.19790,1.19781
EUR_USD,1769538245.0,1.19778,1.19794,1.19786
EUR_USD,1769538250.0,1.19780,1.19798,1.19789
EUR_USD,1769538255.0,1.19773,1.19791,1.19782
EUR_USD,1769538260.0,1.19775,1.19791,1.19783
EUR_USD,1769538265.0,1.19779,1.19795,1.19787
EUR_USD,1769538270.0,1.19780,1.19797,1.19788
EUR_USD,1769538275.0,1.19778,1.19795,1.19787
EUR_USD,1769538280.0,1.19778,1.19792,1.19785
EUR_USD,1769538285.0,1.19773,1.19790,1.19781
EUR_USD,1769538290.0,1.19765,1.19782,1.19774
EUR_USD,1769538295.0,1.19768,1.19784,1.19776
EUR_USD,1769538300.0,1.19769,1.19786,1.19778
EUR_USD,1769538305.0,1.19769,1.19786,1.19778
EUR_USD,1769538310.0,1.19761,1.19778,1.19769
EUR_USD,1769538315.0,1.19759,1.19775,1.19767
EUR_USD,1769538320.0,1.19763,1.19780,1.19772
EUR_USD,1769538325.0,1.19760,1.19777,1.19768
EUR_USD,1769538330.0,1.19768,1.19785,1.19776
EUR_USD,1769538335.0,1.19762,1.19778,1.19770
EUR_USD,1769538340.0,1.19765,1.19782,1.19774
EUR_USD,1769538345.0,1.19763,1.19780,1.19772
EUR_USD,1769538350.0,1.19760,1.19777,1.19768
EUR_USD,1769538355.0,1.19764,1.19781,1.19773
EUR_USD,1769538360.0,1.19764,1.19781,1.19773
EUR_USD,1769538365.0,1.19764,1.19780,1.19772
EUR_USD,1769538370.0,1.19768,1.19786,1.19777
EUR_USD,1769538375.0,1.19769,1.19785,1.19777
EUR_USD,1769538380.0,1.19769,1.19785,1.19777
EUR_USD,1769538385.0,1.19769,1.19784,1.19776
EUR_USD,1769538390.0,1.19765,1.19780,1.19773
EUR_USD,1769538395.0,1.19765,1.19780,1.19773
EUR_USD,1769538400.0,1.19761,1.19777,1.19769
EUR_USD,1769538405.0,1.19760,1.19776,1.19768
EUR_USD,1769538410.0,1.19753,1.19770,1.19761
EUR_USD,1769538415.0,1.19749,1.19766,1.19758
EUR_USD,1769538420.0,1.19749,1.19765,1.19757
EUR_USD,1769538425.0,1.19744,1.19760,1.19752
EUR_USD,1769538430.0,1.19743,1.19761,1.19752
EUR_USD,1769538435.0,1.19743,1.19760,1.19752
EUR_USD,1769538440.0,1.19744,1.19761,1.19753
EUR_USD,1769538445.0,1.19743,1.19760,1.19752
EUR_USD,1769538450.0,1.19739,1.19757,1.19748
EUR_USD,1769538455.0,1.19738,1.19756,1.19747
EUR_USD,1769538460.0,1.19739,1.19756,1.19747
EUR_USD,1769538465.0,1.19740,1.19756,1.19748
EUR_USD,1769538470.0,1.19739,1.19756,1.19747
EUR_USD,1769538475.0,1.19743,1.19760,1.19752
EUR_USD,1769538480.0,1.19743,1.19760,1.19752
EUR_USD,1769538485.0,1.19738,1.19755,1.19747
EUR_USD,1769538490.0,1.19738,1.19755,1.19747
EUR_USD,1769538495.0,1.19738,1.19755,1.19747
EUR_USD,1769538500.0,1.19738,1.19755,1.19747
EUR_USD,1769538505.0,1.19738,1.19756,1.19747
EUR_USD,1769538510.0,1.19738,1.19755,1.19747
EUR_USD,1769538515.0,1.19738,1.19756,1.19747
EUR_USD,1769538520.0,1.19744,1.19761,1.19753
EUR_USD,1769538525.0,1.19745,1.19762,1.19753
EUR_USD,1769538530.0,1.19738,1.19757,1.19748
EUR_USD,1769538535.0,1.19737,1.19753,1.19745
EUR_USD,1769538540.0,1.19739,1.19755,1.19747
